"probeID" "start" "CIGAR" "Ensembl"
"200740_s_at.49" "200740_s_at" 44806116 "25M" "ENSG00000184900"
"200740_s_at.50" "200740_s_at" 44806039 "25M" "ENSG00000184900"
"200740_s_at.51" "200740_s_at" 44806013 "25M" "ENSG00000184900"
"200740_s_at.52" "200740_s_at" 44805852 "25M" "ENSG00000184900"
"200740_s_at.53" "200740_s_at" 44805789 "25M" "ENSG00000184900"
"200740_s_at.54" "200740_s_at" 44805774 "25M" "ENSG00000184900"
"200740_s_at.55" "200740_s_at" 44805728 "25M" "ENSG00000184900"
"200740_s_at.56" "200740_s_at" 44805714 "25M" "ENSG00000184900"
"200740_s_at.57" "200740_s_at" 44805681 "25M" "ENSG00000184900"
"200944_s_at.1" "200944_s_at" 39342553 "25M" "ENSG00000205581"
"200944_s_at.2" "200944_s_at" 39342499 "25M" "ENSG00000205581"
"201085_s_at.272" "201085_s_at" 33554065 "25M" "ENSG00000159140"
"201085_s_at.273" "201085_s_at" 33554076 "25M" "ENSG00000159140"
"201085_s_at.274" "201085_s_at" 33554185 "25M" "ENSG00000159140"
"201085_s_at.275" "201085_s_at" 33554200 "25M" "ENSG00000159140"
"201085_s_at.276" "201085_s_at" 33554218 "25M" "ENSG00000159140"
"201085_s_at.277" "201085_s_at" 33554362 "25M" "ENSG00000159140"
"201085_s_at.278" "201085_s_at" 33554431 "25M" "ENSG00000159140"
"201085_s_at.279" "201085_s_at" 33554457 "25M" "ENSG00000159140"
"201085_s_at.280" "201085_s_at" 33554477 "25M" "ENSG00000159140"
"201085_s_at.281" "201085_s_at" 33554512 "25M" "ENSG00000159140"
"201085_s_at.282" "201085_s_at" 33554530 "25M" "ENSG00000159140"
"201086_x_at.1" "201086_x_at" 33576892 "25M" "ENSG00000159140"
"201086_x_at.2" "201086_x_at" 33576908 "25M" "ENSG00000159140"
"201086_x_at.3" "201086_x_at" 33576959 "25M" "ENSG00000159140"
"201086_x_at.4" "201086_x_at" 33577006 "25M" "ENSG00000159140"
"201086_x_at.5" "201086_x_at" 33577321 "25M" "ENSG00000159140"
"201102_s_at.302" "201102_s_at" 44326784 "25M" "ENSG00000141959"
"201102_s_at.303" "201102_s_at" 44326795 "25M" "ENSG00000141959"
"201102_s_at.304" "201102_s_at" 44326797 "25M" "ENSG00000141959"
"201102_s_at.305" "201102_s_at" 44326803 "25M" "ENSG00000141959"
"201102_s_at.306" "201102_s_at" 44326843 "25M" "ENSG00000141959"
"201102_s_at.307" "201102_s_at" 44326845 "25M" "ENSG00000141959"
"201102_s_at.308" "201102_s_at" 44327028 "25M" "ENSG00000141959"
"201102_s_at.309" "201102_s_at" 44327073 "25M" "ENSG00000141959"
"201102_s_at.310" "201102_s_at" 44327235 "25M" "ENSG00000141959"
"201102_s_at.311" "201102_s_at" 44327239 "25M" "ENSG00000141959"
"201102_s_at.312" "201102_s_at" 44327246 "25M" "ENSG00000141959"
"201328_at.325" "201328_at" 38824333 "25M" "ENSG00000157557"
"201328_at.326" "201328_at" 38824403 "25M" "ENSG00000157557"
"201328_at.327" "201328_at" 38824465 "25M" "ENSG00000157557"
"201328_at.328" "201328_at" 38824493 "25M" "ENSG00000157557"
"201328_at.329" "201328_at" 38824544 "25M" "ENSG00000157557"
"201328_at.330" "201328_at" 38824594 "25M" "ENSG00000157557"
"201328_at.331" "201328_at" 38824612 "25M" "ENSG00000157557"
"201328_at.332" "201328_at" 38824662 "25M" "ENSG00000157557"
"201328_at.333" "201328_at" 38824730 "25M" "ENSG00000157557"
"201328_at.334" "201328_at" 38824813 "25M" "ENSG00000157557"
"201328_at.335" "201328_at" 38824851 "25M" "ENSG00000157557"
"201329_s_at.1" "201329_s_at" 38822867 "25M" "ENSG00000157557"
"201329_s_at.2" "201329_s_at" 38822877 "25M" "ENSG00000157557"
"201329_s_at.3" "201329_s_at" 38822914 "25M" "ENSG00000157557"
"201329_s_at.4" "201329_s_at" 38823062 "25M" "ENSG00000157557"
"201329_s_at.5" "201329_s_at" 38823076 "25M" "ENSG00000157557"
"201329_s_at.6" "201329_s_at" 38823159 "25M" "ENSG00000157557"
"201329_s_at.7" "201329_s_at" 38823175 "25M" "ENSG00000157557"
"201329_s_at.8" "201329_s_at" 38823197 "25M" "ENSG00000157557"
"201329_s_at.9" "201329_s_at" 38823217 "25M" "ENSG00000157557"
"201329_s_at.10" "201329_s_at" 38823248 "25M" "ENSG00000157557"
"201329_s_at.11" "201329_s_at" 38823369 "25M" "ENSG00000157557"
"201642_at.348" "201642_at" 33436982 "25M" "ENSG00000159128"
"201642_at.349" "201642_at" 33436999 "25M" "ENSG00000159128"
"201642_at.350" "201642_at" 33437019 "25M" "ENSG00000159128"
"201642_at.351" "201642_at" 33437039 "25M" "ENSG00000159128"
"201642_at.352" "201642_at" 33437053 "25M" "ENSG00000159128"
"201642_at.353" "201642_at" 33437077 "25M" "ENSG00000159128"
"201642_at.354" "201642_at" 33437250 "25M" "ENSG00000159128"
"201642_at.355" "201642_at" 33437326 "25M" "ENSG00000159128"
"201642_at.356" "201642_at" 33437349 "25M" "ENSG00000159128"
"201642_at.357" "201642_at" 33437374 "25M" "ENSG00000159128"
"201642_at.358" "201642_at" 33437392 "25M" "ENSG00000159128"
"202086_at.359" "202086_at" 41458631 "25M" "ENSG00000157601"
"202086_at.360" "202086_at" 41458657 "25M" "ENSG00000157601"
"202086_at.361" "202086_at" 41458672 "25M" "ENSG00000157601"
"202086_at.362" "202086_at" 41458777 "25M" "ENSG00000157601"
"202086_at.363" "202086_at" 41458816 "25M" "ENSG00000157601"
"202086_at.364" "202086_at" 41458849 "25M" "ENSG00000157601"
"202086_at.365" "202086_at" 41458869 "25M" "ENSG00000157601"
"202086_at.366" "202086_at" 41458944 "25M" "ENSG00000157601"
"202086_at.367" "202086_at" 41458981 "25M" "ENSG00000157601"
"202086_at.368" "202086_at" 41459080 "25M" "ENSG00000157601"
"202086_at.369" "202086_at" 41459105 "25M" "ENSG00000157601"
"202098_s_at.370" "202098_s_at" 46664384 "25M" "ENSG00000160310"
"202098_s_at.371" "202098_s_at" 46664408 "25M" "ENSG00000160310"
"202098_s_at.372" "202098_s_at" 46664429 "25M" "ENSG00000160310"
"202098_s_at.373" "202098_s_at" 46664454 "25M" "ENSG00000160310"
"202098_s_at.374" "202098_s_at" 46664487 "25M" "ENSG00000160310"
"202098_s_at.375" "202098_s_at" 46664540 "25M" "ENSG00000160310"
"202098_s_at.376" "202098_s_at" 46664560 "25M" "ENSG00000160310"
"202098_s_at.377" "202098_s_at" 46664620 "25M" "ENSG00000160310"
"202098_s_at.378" "202098_s_at" 46664636 "25M" "ENSG00000160310"
"202098_s_at.379" "202098_s_at" 46664704 "25M" "ENSG00000160310"
"202098_s_at.380" "202098_s_at" 46664741 "25M" "ENSG00000160310"
"202245_at.381" "202245_at" 46189670 "25M" "ENSG00000160285"
"202245_at.382" "202245_at" 46189657 "25M" "ENSG00000160285"
"202245_at.383" "202245_at" 46189446 "25M" "ENSG00000160285"
"202245_at.384" "202245_at" 46189427 "25M" "ENSG00000160285"
"202245_at.385" "202245_at" 46189407 "25M" "ENSG00000160285"
"202245_at.386" "202245_at" 46189379 "25M" "ENSG00000160285"
"202245_at.387" "202245_at" 46189297 "25M" "ENSG00000160285"
"202245_at.388" "202245_at" 46189280 "25M" "ENSG00000160285"
"202245_at.389" "202245_at" 46189239 "25M" "ENSG00000160285"
"202245_at.390" "202245_at" 46189224 "25M" "ENSG00000160285"
"202245_at.391" "202245_at" 46189154 "25M" "ENSG00000160285"
"202557_at.416" "202557_at" 14371647 "25M" "ENSG00000155304"
"202557_at.417" "202557_at" 14371589 "25M" "ENSG00000155304"
"202557_at.418" "202557_at" 14371572 "25M" "ENSG00000155304"
"202557_at.419" "202557_at" 14371554 "25M" "ENSG00000155304"
"202557_at.420" "202557_at" 14371512 "25M" "ENSG00000155304"
"202557_at.421" "202557_at" 14371369 "25M" "ENSG00000155304"
"202557_at.422" "202557_at" 14371266 "25M" "ENSG00000155304"
"202557_at.423" "202557_at" 14371253 "25M" "ENSG00000155304"
"202557_at.424" "202557_at" 14371239 "25M" "ENSG00000155304"
"202557_at.425" "202557_at" 14371224 "25M" "ENSG00000155304"
"202557_at.426" "202557_at" 14371173 "25M" "ENSG00000155304"
"202558_s_at.427" "202558_s_at" 14373397 "25M" "ENSG00000155304"
"202558_s_at.428" "202558_s_at" 14373305 "25M" "ENSG00000155304"
"202558_s_at.429" "202558_s_at" 14373242 "25M" "ENSG00000155304"
"202558_s_at.430" "202558_s_at" 14373159 "25M" "ENSG00000155304"
"202558_s_at.431" "202558_s_at" 14373094 "25M" "ENSG00000155304"
"202558_s_at.432" "202558_s_at" 14373037 "25M" "ENSG00000155304"
"202558_s_at.433" "202558_s_at" 14373020 "25M" "ENSG00000155304"
"202558_s_at.434" "202558_s_at" 14372951 "25M" "ENSG00000155304"
"202558_s_at.435" "202558_s_at" 14372917 "25M" "ENSG00000155304"
"202558_s_at.436" "202558_s_at" 14372901 "25M" "ENSG00000155304"
"202558_s_at.437" "202558_s_at" 14372885 "25M" "ENSG00000155304"
"202599_s_at.1" "202599_s_at" 14961741 "25M" "ENSG00000180530"
"202599_s_at.2" "202599_s_at" 14961700 "25M" "ENSG00000180530"
"202599_s_at.3" "202599_s_at" 14961626 "25M" "ENSG00000180530"
"202599_s_at.4" "202599_s_at" 14961611 "25M" "ENSG00000180530"
"202599_s_at.5" "202599_s_at" 14961583 "25M" "ENSG00000180530"
"202599_s_at.6" "202599_s_at" 14961546 "25M" "ENSG00000180530"
"202599_s_at.7" "202599_s_at" 14961520 "25M" "ENSG00000180530"
"202599_s_at.8" "202599_s_at" 14961470 "25M" "ENSG00000180530"
"202599_s_at.9" "202599_s_at" 14961436 "25M" "ENSG00000180530"
"202599_s_at.10" "202599_s_at" 14961386 "25M" "ENSG00000180530"
"202600_s_at.449" "202600_s_at" 14964735 "25M" "ENSG00000180530"
"202600_s_at.450" "202600_s_at" 14964697 "25M" "ENSG00000180530"
"202600_s_at.451" "202600_s_at" 14964567 "25M" "ENSG00000180530"
"202600_s_at.452" "202600_s_at" 14964504 "25M" "ENSG00000180530"
"202600_s_at.453" "202600_s_at" 14964488 "25M" "ENSG00000180530"
"202600_s_at.454" "202600_s_at" 14964455 "25M" "ENSG00000180530"
"202600_s_at.455" "202600_s_at" 14964363 "25M" "ENSG00000180530"
"202600_s_at.456" "202600_s_at" 14964333 "25M" "ENSG00000180530"
"202600_s_at.457" "202600_s_at" 14964325 "25M" "ENSG00000180530"
"202600_s_at.458" "202600_s_at" 14964249 "25M" "ENSG00000180530"
"202600_s_at.459" "202600_s_at" 14964234 "25M" "ENSG00000180530"
"202671_s_at.1" "202671_s_at" 43749038 "25M" "ENSG00000160209"
"202671_s_at.2" "202671_s_at" 43749055 "25M" "ENSG00000160209"
"202671_s_at.3" "202671_s_at" 43752520 "25M" "ENSG00000160209"
"202671_s_at.4" "202671_s_at" 43752588 "25M" "ENSG00000160209"
"202671_s_at.5" "202671_s_at" 43753592 "25M" "ENSG00000160209"
"202671_s_at.6" "202671_s_at" 43753608 "25M" "ENSG00000160209"
"202671_s_at.7" "202671_s_at" 43753624 "25M" "ENSG00000160209"
"202671_s_at.8" "202671_s_at" 43755726 "25M" "ENSG00000160209"
"202671_s_at.9" "202671_s_at" 43756024 "25M" "ENSG00000160209"
"202749_at.1" "202749_at" 39397428 "25M" "ENSG00000182093"
"202749_at.2" "202749_at" 39397545 "20M1I4M" "ENSG00000182093"
"202749_at.3" "202749_at" 39397563 "25M" "ENSG00000182093"
"202749_at.4" "202749_at" 39397140 "25M" "ENSG00000182093"
"202749_at.5" "202749_at" 39397158 "25M" "ENSG00000182093"
"202749_at.6" "202749_at" 39397199 "25M" "ENSG00000182093"
"202749_at.7" "202749_at" 39397247 "25M" "ENSG00000182093"
"202749_at.8" "202749_at" 39397302 "25M" "ENSG00000182093"
"202749_at.9" "202749_at" 39397319 "18M1D7M" "ENSG00000182093"
"202803_s_at.483" "202803_s_at" 44886795 "25M" "ENSG00000160255"
"202803_s_at.484" "202803_s_at" 44886775 "25M" "ENSG00000160255"
"202803_s_at.485" "202803_s_at" 44886761 "25M" "ENSG00000160255"
"202803_s_at.486" "202803_s_at" 44886738 "25M" "ENSG00000160255"
"202803_s_at.487" "202803_s_at" 44886407 "25M" "ENSG00000160255"
"202803_s_at.488" "202803_s_at" 44886377 "25M" "ENSG00000160255"
"202803_s_at.489" "202803_s_at" 44886333 "25M" "ENSG00000160255"
"202803_s_at.490" "202803_s_at" 44886261 "25M" "ENSG00000160255"
"202803_s_at.491" "202803_s_at" 44886163 "25M" "ENSG00000160255"
"202803_s_at.492" "202803_s_at" 44886111 "25M" "ENSG00000160255"
"202803_s_at.493" "202803_s_at" 44886098 "25M" "ENSG00000160255"
"203405_at.1" "203405_at" 39178591 "25M" "ENSG00000183527"
"203405_at.2" "203405_at" 39178571 "25M" "ENSG00000183527"
"203405_at.3" "203405_at" 39178519 "25M" "ENSG00000183527"
"203405_at.4" "203405_at" 39178489 "25M" "ENSG00000183527"
"203405_at.5" "203405_at" 39178473 "25M" "ENSG00000183527"
"203405_at.6" "203405_at" 39178453 "25M" "ENSG00000183527"
"203405_at.7" "203405_at" 39177523 "25M" "ENSG00000183527"
"203405_at.8" "203405_at" 39177453 "25M" "ENSG00000183527"
"203405_at.9" "203405_at" 39175643 "25M" "ENSG00000183527"
"203405_at.10" "203405_at" 39175545 "25M" "ENSG00000183527"
"203635_at.1" "203635_at" 37223986 "25M" "ENSG00000157538"
"203635_at.2" "203635_at" 37223954 "25M" "ENSG00000157538"
"203635_at.3" "203635_at" 37223912 "25M" "ENSG00000157538"
"203635_at.4" "203635_at" 37223894 "25M" "ENSG00000157538"
"203635_at.5" "203635_at" 37223859 "25M" "ENSG00000157538"
"203635_at.6" "203635_at" 37223842 "25M" "ENSG00000157538"
"203635_at.7" "203635_at" 37223827 "25M" "ENSG00000157538"
"203635_at.8" "203635_at" 37223800 "25M" "ENSG00000157538"
"203635_at.9" "203635_at" 37223723 "25M" "ENSG00000157538"
"203635_at.10" "203635_at" 37223708 "25M" "ENSG00000157538"
"203635_at.11" "203635_at" 37223617 "25M" "ENSG00000157538"
"203660_s_at.548" "203660_s_at" 46445298 "25M" "ENSG00000160299"
"203660_s_at.549" "203660_s_at" 46445342 "25M" "ENSG00000160299"
"203660_s_at.550" "203660_s_at" 46445409 "25M" "ENSG00000160299"
"203660_s_at.551" "203660_s_at" 46445424 "25M" "ENSG00000160299"
"203660_s_at.552" "203660_s_at" 46445470 "25M" "ENSG00000160299"
"203660_s_at.553" "203660_s_at" 46445502 "25M" "ENSG00000160299"
"203660_s_at.554" "203660_s_at" 46445519 "25M" "ENSG00000160299"
"203660_s_at.555" "203660_s_at" 46445536 "25M" "ENSG00000160299"
"203660_s_at.556" "203660_s_at" 46445598 "25M" "ENSG00000160299"
"203660_s_at.557" "203660_s_at" 46444697 "25M" "ENSG00000160299"
"203660_s_at.558" "203660_s_at" 46444720 "25M" "ENSG00000160299"
"203865_s_at.559" "203865_s_at" 45225964 "25M" "ENSG00000197381"
"203865_s_at.560" "203865_s_at" 45226043 "25M" "ENSG00000197381"
"203865_s_at.561" "203865_s_at" 45226069 "25M" "ENSG00000197381"
"203865_s_at.562" "203865_s_at" 45226132 "25M" "ENSG00000197381"
"203865_s_at.563" "203865_s_at" 45226154 "25M" "ENSG00000197381"
"203865_s_at.564" "203865_s_at" 45226179 "25M" "ENSG00000197381"
"203865_s_at.565" "203865_s_at" 45226282 "25M" "ENSG00000197381"
"203865_s_at.566" "203865_s_at" 45226300 "25M" "ENSG00000197381"
"203865_s_at.567" "203865_s_at" 45226395 "25M" "ENSG00000197381"
"203865_s_at.568" "203865_s_at" 45226445 "25M" "ENSG00000197381"
"203865_s_at.569" "203865_s_at" 45226467 "25M" "ENSG00000197381"
"203917_at.1" "203917_at" 17566459 "25M" "ENSG00000154639"
"203917_at.2" "203917_at" 17566477 "25M" "ENSG00000154639"
"203917_at.3" "203917_at" 17566492 "25M" "ENSG00000154639"
"203917_at.4" "203917_at" 17566527 "25M" "ENSG00000154639"
"203993_x_at.1" "203993_x_at" 44331973 "25M" "ENSG00000184441"
"203993_x_at.2" "203993_x_at" 44335773 "25M" "ENSG00000184441"
"204191_at.689" "204191_at" 33356034 "25M" "ENSG00000142166"
"204191_at.690" "204191_at" 33356084 "25M" "ENSG00000142166"
"204191_at.691" "204191_at" 33356152 "25M" "ENSG00000142166"
"204191_at.692" "204191_at" 33356173 "25M" "ENSG00000142166"
"204191_at.693" "204191_at" 33356189 "25M" "ENSG00000142166"
"204191_at.694" "204191_at" 33356224 "25M" "ENSG00000142166"
"204191_at.695" "204191_at" 33356257 "25M" "ENSG00000142166"
"204191_at.696" "204191_at" 33356274 "25M" "ENSG00000142166"
"204191_at.697" "204191_at" 33356369 "25M" "ENSG00000142166"
"204191_at.698" "204191_at" 33356469 "25M" "ENSG00000142166"
"204191_at.699" "204191_at" 33356491 "25M" "ENSG00000142166"
"204194_at.700" "204194_at" 29345395 "25M" "ENSG00000156273"
"204194_at.701" "204194_at" 29345414 "25M" "ENSG00000156273"
"204194_at.702" "204194_at" 29345428 "25M" "ENSG00000156273"
"204194_at.703" "204194_at" 29345567 "25M" "ENSG00000156273"
"204194_at.704" "204194_at" 29345581 "25M" "ENSG00000156273"
"204194_at.705" "204194_at" 29345608 "25M" "ENSG00000156273"
"204194_at.706" "204194_at" 29345619 "25M" "ENSG00000156273"
"204194_at.707" "204194_at" 29345677 "25M" "ENSG00000156273"
"204194_at.708" "204194_at" 29345693 "25M" "ENSG00000156273"
"204194_at.709" "204194_at" 29345729 "25M" "ENSG00000156273"
"204194_at.710" "204194_at" 29345746 "25M" "ENSG00000156273"
"204195_s_at.711" "204195_s_at" 43024907 "25M" "ENSG00000160199"
"204195_s_at.712" "204195_s_at" 43024924 "25M" "ENSG00000160199"
"204195_s_at.713" "204195_s_at" 43028742 "25M" "ENSG00000160199"
"204195_s_at.714" "204195_s_at" 43028782 "25M" "ENSG00000160199"
"204195_s_at.715" "204195_s_at" 43028822 "25M" "ENSG00000160199"
"204195_s_at.716" "204195_s_at" 43028850 "25M" "ENSG00000160199"
"204195_s_at.717" "204195_s_at" 43029903 "25M" "ENSG00000160199"
"204195_s_at.718" "204195_s_at" 43029975 "25M" "ENSG00000160199"
"204195_s_at.719" "204195_s_at" 43029989 "25M" "ENSG00000160199"
"204195_s_at.720" "204195_s_at" 43030072 "25M" "ENSG00000160199"
"204195_s_at.721" "204195_s_at" 43030104 "25M" "ENSG00000160199"
"204196_x_at.1" "204196_x_at" 43031559 "25M" "ENSG00000160199"
"204196_x_at.2" "204196_x_at" 43031572 "25M" "ENSG00000160199"
"204196_x_at.3" "204196_x_at" 43031626 "25M" "ENSG00000160199"
"204196_x_at.4" "204196_x_at" 43031644 "19M1I5M" "ENSG00000160199"
"204196_x_at.5" "204196_x_at" 43031696 "25M" "ENSG00000160199"
"204567_s_at.736" "204567_s_at" 42296827 "25M" "ENSG00000160179"
"204567_s_at.737" "204567_s_at" 42296840 "25M" "ENSG00000160179"
"204567_s_at.738" "204567_s_at" 42296863 "25M" "ENSG00000160179"
"204567_s_at.739" "204567_s_at" 42296872 "25M" "ENSG00000160179"
"204567_s_at.740" "204567_s_at" 42296894 "25M" "ENSG00000160179"
"204567_s_at.741" "204567_s_at" 42296909 "25M" "ENSG00000160179"
"204567_s_at.742" "204567_s_at" 42296920 "25M" "ENSG00000160179"
"204567_s_at.743" "204567_s_at" 42296947 "25M" "ENSG00000160179"
"204567_s_at.744" "204567_s_at" 42296983 "25M" "ENSG00000160179"
"204567_s_at.745" "204567_s_at" 42297029 "25M" "ENSG00000160179"
"204567_s_at.746" "204567_s_at" 42297044 "25M" "ENSG00000160179"
"204623_at.1" "204623_at" 42313582 "25M" "ENSG00000160180"
"204623_at.2" "204623_at" 42313545 "25M" "ENSG00000160180"
"204623_at.3" "204623_at" 42313509 "25M" "ENSG00000160180"
"204623_at.4" "204623_at" 42313498 "25M" "ENSG00000160180"
"204623_at.5" "204623_at" 42312248 "25M" "ENSG00000160180"
"204623_at.6" "204623_at" 42312175 "25M" "ENSG00000160180"
"204623_at.7" "204623_at" 42312170 "25M" "ENSG00000160180"
"204623_at.8" "204623_at" 42312104 "25M" "ENSG00000160180"
"204623_at.9" "204623_at" 42315291 "25M" "ENSG00000160180"
"204775_at.1" "204775_at" 36415339 "25M" "ENSG00000159259"
"204775_at.2" "204775_at" 36416272 "25M" "ENSG00000159259"
"204775_at.3" "204775_at" 36416312 "25M" "ENSG00000159259"
"204775_at.4" "204775_at" 36416340 "25M" "ENSG00000159259"
"204775_at.5" "204775_at" 36416351 "25M" "ENSG00000159259"
"204775_at.6" "204775_at" 36416374 "25M" "ENSG00000159259"
"204775_at.7" "204775_at" 36416417 "25M" "ENSG00000159259"
"204775_at.8" "204775_at" 36416436 "25M" "ENSG00000159259"
"204775_at.9" "204775_at" 36416451 "25M" "ENSG00000159259"
"204775_at.10" "204775_at" 36416617 "25M" "ENSG00000159259"
"204786_s_at.800" "204786_s_at" 33264219 "25M" "ENSG00000159110"
"204786_s_at.801" "204786_s_at" 33264256 "25M" "ENSG00000159110"
"204786_s_at.802" "204786_s_at" 33264309 "25M" "ENSG00000159110"
"204786_s_at.803" "204786_s_at" 33264321 "25M" "ENSG00000159110"
"204786_s_at.804" "204786_s_at" 33264362 "25M" "ENSG00000159110"
"204786_s_at.805" "204786_s_at" 33264375 "25M" "ENSG00000159110"
"204786_s_at.806" "204786_s_at" 33264419 "25M" "ENSG00000159110"
"204786_s_at.807" "204786_s_at" 33264426 "25M" "ENSG00000159110"
"204786_s_at.808" "204786_s_at" 33264437 "25M" "ENSG00000159110"
"204786_s_at.809" "204786_s_at" 33264458 "25M" "ENSG00000159110"
"204786_s_at.810" "204786_s_at" 33264466 "25M" "ENSG00000159110"
"204979_s_at.811" "204979_s_at" 39515373 "25M" "ENSG00000185437"
"204979_s_at.812" "204979_s_at" 39515415 "25M" "ENSG00000185437"
"204979_s_at.813" "204979_s_at" 39511690 "25M" "ENSG00000185437"
"204979_s_at.814" "204979_s_at" 39511763 "25M" "ENSG00000185437"
"204979_s_at.815" "204979_s_at" 39515115 "25M" "ENSG00000185437"
"204979_s_at.816" "204979_s_at" 39515134 "25M" "ENSG00000185437"
"204979_s_at.817" "204979_s_at" 39515148 "25M" "ENSG00000185437"
"204979_s_at.818" "204979_s_at" 39515165 "25M" "ENSG00000185437"
"204979_s_at.819" "204979_s_at" 39515179 "25M" "ENSG00000185437"
"204979_s_at.820" "204979_s_at" 39515195 "25M" "ENSG00000185437"
"204979_s_at.821" "204979_s_at" 39515212 "25M" "ENSG00000185437"
"204994_at.822" "204994_at" 41408358 "25M" "ENSG00000183486"
"204994_at.823" "204994_at" 41408422 "25M" "ENSG00000183486"
"204994_at.824" "204994_at" 41408435 "25M" "ENSG00000183486"
"204994_at.825" "204994_at" 41408464 "25M" "ENSG00000183486"
"204994_at.826" "204994_at" 41408496 "25M" "ENSG00000183486"
"204994_at.827" "204994_at" 41408611 "25M" "ENSG00000183486"
"204994_at.828" "204994_at" 41408710 "25M" "ENSG00000183486"
"204994_at.829" "204994_at" 41408725 "25M" "ENSG00000183486"
"204994_at.830" "204994_at" 41408783 "25M" "ENSG00000183486"
"204994_at.831" "204994_at" 41408850 "25M" "ENSG00000183486"
"204994_at.832" "204994_at" 41408876 "25M" "ENSG00000183486"
"205009_at.1" "205009_at" 42363369 "25M" "ENSG00000160182"
"205009_at.2" "205009_at" 42363351 "25M" "ENSG00000160182"
"205009_at.3" "205009_at" 42363319 "25M" "ENSG00000160182"
"205009_at.4" "205009_at" 42363273 "25M" "ENSG00000160182"
"205009_at.5" "205009_at" 42363265 "25M" "ENSG00000160182"
"205009_at.6" "205009_at" 42362456 "25M" "ENSG00000160182"
"205009_at.7" "205009_at" 42362406 "25M" "ENSG00000160182"
"205009_at.8" "205009_at" 42362337 "25M" "ENSG00000160182"
"205009_at.9" "205009_at" 42362320 "25M" "ENSG00000160182"
"205102_at.1" "205102_at" 41465693 "25M" "ENSG00000184012"
"205102_at.2" "205102_at" 41465641 "25M" "ENSG00000184012"
"205102_at.3" "205102_at" 41465626 "25M" "ENSG00000184012"
"205102_at.4" "205102_at" 41465590 "25M" "ENSG00000184012"
"205102_at.5" "205102_at" 41465514 "25M" "ENSG00000184012"
"205102_at.6" "205102_at" 41465479 "25M" "ENSG00000184012"
"205102_at.7" "205102_at" 41465440 "25M" "ENSG00000184012"
"205248_at.1" "205248_at" 36292192 "25M" "ENSG00000142197"
"205248_at.2" "205248_at" 36293327 "25M" "ENSG00000142197"
"205248_at.3" "205248_at" 36293348 "25M" "ENSG00000142197"
"205248_at.4" "205248_at" 36293379 "25M" "ENSG00000142197"
"205248_at.5" "205248_at" 36293400 "25M" "ENSG00000142197"
"205248_at.6" "205248_at" 36293433 "25M" "ENSG00000142197"
"205248_at.7" "205248_at" 36293457 "25M" "ENSG00000142197"
"205248_at.8" "205248_at" 36293478 "25M" "ENSG00000142197"
"205248_at.9" "205248_at" 36293494 "25M" "ENSG00000142197"
"205248_at.10" "205248_at" 36293665 "25M" "ENSG00000142197"
