"probeID" "start" "CIGAR" "Ensembl"
"2490044" 2490044 32759186 "50M" "ENSG00000159086"
"2490543" 2490543 16644883 "50M" "ENSG00000270093"
"2490605" 2490605 45264166 "50M" "ENSG00000186866"
"2490685" 2490685 46547079 "50M" "ENSG00000160305"
"2570291" 2570291 33437304 "50M" "ENSG00000159128"
"2570370" 2570370 46301904 "50M" "ENSG00000160298"
"2570703" 2570703 38575682 "50M" "ENSG00000157554"
"2570707" 2570707 28879871 "50M" "ENSG00000156239"
"2600180" 2600180 36035978 "50M" "ENSG00000185917"
"2600491" 2600491 30718691 "50M" "ENSG00000231068"
"2600519" 2600519 44976826 "50M" "ENSG00000160256"
"2640008" 2640008 37513264 "50M" "ENSG00000157540"
"2640079" 2640079 30425636 "50M" "ENSG00000240432"
"2640161" 2640161 46636494 "50M" "ENSG00000160310"
"2640427" 2640427 30337325 "50M" "ENSG00000206107"
"2650681" 2650681 33889181 "50M" "ENSG00000205726"
"2680360" 2680360 38848381 "50M" "ENSG00000229986"
"2680576" 2680576 38877385 "50M" "ENSG00000205622"
"2690743" 2690743 29299494 "50M" "ENSG00000156273"
"2710008" 2710008 30480065 "50M" "ENSG00000184351"
"2710470" 2710470 30812934 "50M" "ENSG00000183640"
"2710671" 2710671 30590301 "50M" "ENSG00000206106"
"2750634" 2750634 37719399 "50M" "ENSG00000233213"
"2750750" 2750750 44769168 "50M" "ENSG00000184787"
"2760139" 2760139 33897252 "50M" "ENSG00000205726"
"2760273" 2760273 31560346 "50M" "ENSG00000237594"
"2760364" 2760364 32631029 "50M" "ENSG00000159082"
"2760382" 2760382 36479497 "50M" "ENSG00000159261"
"2850551" 2850551 34516890 "50M" "ENSG00000159200"
"2940440" 2940440 10473633 "50M" "ENSG00000187172"
"3060044" 3060044 45288094 "50M" "ENSG00000215447"
"3060162" 3060162 36072743 "50M" "ENSG00000159228"
"3130563" 3130563 25734860 "50M" "ENSG00000154723"
"3130711" 3130711 37624641 "50M" "ENSG00000157542"
"3140541" 3140541 27359206 "50M" "ENSG00000231236"
"3170315" 3170315 33591270 "50M" "ENSG00000205758"
"3170746" 3170746 44960144 "25M6865N25M" "ENSG00000160256"
"3180653" 3180653 33557560 "50M" "ENSG00000159140"
"3190064" 3190064 37367614 "15M42941N35M" "ENSG00000157540"
"3190273" 3190273 38208257 "50M" "ENSG00000233316"
"3310053" 3310053 34370687 "50M" "ENSG00000159197"
"3310110" 3310110 39597489 "50M" "ENSG00000184809"
"3310307" 3310307 32515067 "50M" "ENSG00000166979"
"3310468" 3310468 44658164 "50M" "ENSG00000205439"
"3310600" 3310600 22116423 "50M" "ENSG00000184856"
"3360148" 3360148 30214227 "50M" "ENSG00000156284"
"3370577" 3370577 25881630 "50M" "ENSG00000142192"
"3390370" 3390370 39397173 "50M" "ENSG00000182093"
"3390458" 3390458 46132479 "50M" "ENSG00000142173"
"3390494" 3390494 30592669 "50M" "ENSG00000212938"
"3390747" 3390747 45942090 "50M" "ENSG00000183570"
"1" 3400164 44328960 "50M" "ENSG00000160226"
"2" 3400164 44328960 "50M" "ENSG00000241728"
"3400497" 3400497 45071022 "50M" "ENSG00000235374"
"3420129" 3420129 44539220 "50M" "ENSG00000215455"
"3440132" 3440132 32393620 "50M" "ENSG00000256073"
"3440152" 3440152 37084232 "50M" "ENSG00000182670"
"3440292" 3440292 42199690 "50M" "ENSG00000160179"
"3450445" 3450445 41801466 "50M" "ENSG00000141956"
"3460307" 3460307 33449279 "50M" "ENSG00000142188"
"3460605" 3460605 41886557 "50M" "ENSG00000157617"
"3460731" 3460731 32576785 "50M" "ENSG00000242220"
"3520041" 3520041 33560205 "50M" "ENSG00000159140"
"3520156" 3520156 29061315 "50M" "ENSG00000156261"
"3610332" 3610332 42909427 "50M" "ENSG00000160194"
"3610433" 3610433 30829573 "50M" "ENSG00000274749"
"3710050" 3710050 44601699 "50M" "ENSG00000272804"
"3780435" 3780435 33524855 "50M" "ENSG00000159131"
"3800091" 3800091 32741562 "50M" "ENSG00000159086"
"3800202" 3800202 10649788 "4S46M" "ENSG00000277282"
"3830102" 3830102 33524319 "50M" "ENSG00000159131"
"3830220" 3830220 42447221 "50M" "ENSG00000160185"
"3840121" 3840121 30613838 "50M" "ENSG00000184724"
"3840553" 3840553 16594358 "50M" "ENSG00000215386"
"3850435" 3850435 43983137 "50M" "ENSG00000160216"
"3850615" 3850615 46664610 "50M" "ENSG00000160310"
"3890338" 3890338 45420020 "50M" "ENSG00000183535"
"3890373" 3890373 44886095 "50M" "ENSG00000160255"
"3930424" 3930424 34718009 "50M" "ENSG00000159212"
"3930703" 3930703 42843214 "50M" "ENSG00000160193"
"3990441" 3990441 14273998 "50M" "ENSG00000243064"
"4010195" 4010195 46129067 "50M" "ENSG00000142173"
"4010215" 4010215 30601130 "50M" "ENSG00000186924"
"4010370" 4010370 17787101 "50M" "ENSG00000240770"
"4010373" 4010373 14144673 "50M" "ENSG00000188992"
"4040632" 4040632 42347602 "31M2248N19M" "ENSG00000160181"
"4040709" 4040709 33554980 "50M" "ENSG00000159140"
"4050019" 4050019 26158234 "34M17342N13M3S" "ENSG00000224541"
"4050192" 4050192 42903881 "50M" "ENSG00000160194"
"4060368" 4060368 33158854 "50M" "ENSG00000226433"
"4070341" 4070341 32312147 "50M" "ENSG00000170262"
"4150386" 4150386 43804933 "50M" "ENSG00000160214"
"4180475" 4180475 37019383 "50M" "ENSG00000183145"
"4200328" 4200328 15370848 "50M" "ENSG00000229425"
"4200482" 4200482 13555170 "50M" "ENSG00000215909"
"4210121" 4210121 30620650 "50M" "ENSG00000206105"
"4220379" 4220379 33594818 "50M" "ENSG00000205758"
"4220605" 4220605 38824471 "50M" "ENSG00000157557"
"4230184" 4230184 45515065 "50M" "ENSG00000173638"
"4250471" 4250471 18269989 "50M" "ENSG00000154646"
"4250497" 4250497 14291152 "50M" "ENSG00000243064"
"4260554" 4260554 36749586 "50M" "ENSG00000159263"
"4260626" 4260626 28903330 "50M" "ENSG00000215317"
"4280132" 4280132 38121505 "50M" "ENSG00000198054"
"4280138" 4280138 33111766 "50M" "ENSG00000226527"
"4280504" 4280504 38122542 "50M" "ENSG00000198054"
"4290020" 4290020 42260069 "50M" "ENSG00000160179"
"4390079" 4390079 14485420 "50M" "ENSG00000155307"
"4390195" 4390195 39343149 "11M1986N39M" "ENSG00000205581"
"4390438" 4390438 35049008 "50M" "ENSG00000159216"
"3" 4390468 37221401 "50M" "ENSG00000230366"
"4" 4390468 37221401 "50M" "ENSG00000242553"
"4480647" 4480647 33439245 "50M" "ENSG00000142188"
"4490059" 4490059 45828097 "50M" "ENSG00000205424"
"4490450" 4490450 30491624 "50M" "ENSG00000244025"
"4490541" 4490541 34094847 "50M" "ENSG00000198743"
"4560259" 4560259 41717511 "50M" "ENSG00000232401"
"4560373" 4560373 44305856 "50M" "ENSG00000141959"
"4590102" 4590102 39397408 "50M" "ENSG00000182093"
"4610079" 4610079 39452057 "50M" "ENSG00000185437"
"4610193" 4610193 40013155 "50M" "ENSG00000171587"
"4610731" 4610731 36416648 "50M" "ENSG00000159259"
"4730167" 4730167 30209787 "50M" "ENSG00000227342"
"4760079" 4760079 45225840 "50M" "ENSG00000197381"
"4760228" 4760228 24992703 "50M" "ENSG00000230379"
"4780176" 4780176 46188749 "50M" "ENSG00000160285"
"4780193" 4780193 45265687 "50M" "ENSG00000186866"
"4780553" 4780553 14299860 "50M" "ENSG00000243064"
"4810246" 4810246 25587714 "50M" "ENSG00000154719"
"4810347" 4810347 30348520 "50M" "ENSG00000186980"
"4830110" 4830110 44666637 "50M" "ENSG00000221864"
"4850470" 4850470 33836460 "50M" "ENSG00000205726"
"4880168" 4880168 44849724 "50M" "ENSG00000183255"
"5" 4880196 10482833 "27M2758N23M" "ENSG00000273840"
"4880243" 4880243 18917277 "50M" "ENSG00000279156"
"4890240" 4890240 42850044 "50M" "ENSG00000160193"
"4890348" 4890348 32268314 "50M" "ENSG00000159055"
"4900040" 4900040 42102649 "50M" "ENSG00000184385"
"4900739" 4900739 30396064 "50M" "ENSG00000198390"
"4920053" 4920053 17594123 "50M" "ENSG00000154640"
"4920176" 4920176 44990085 "50M" "ENSG00000234880"
"4920736" 4920736 44627623 "50M" "ENSG00000221837"
"5050240" 5050240 28928779 "50M" "ENSG00000198862"
"5050368" 5050368 33296266 "50M" "ENSG00000243646"
"5050746" 5050746 41180203 "50M" "ENSG00000224388"
"5080066" 5080066 39296677 "50M" "ENSG00000185658"
"5080292" 5080292 21538325 "50M" "ENSG00000154654"
"5080328" 5080328 36293926 "50M" "ENSG00000142197"
"5080343" 5080343 41711681 "50M" "ENSG00000236384"
"5090743" 5090743 14823039 "50M" "ENSG00000235609"
"5130390" 5130390 30430476 "50M" "ENSG00000186971"
"5130543" 5130543 33557206 "50M" "ENSG00000159140"
"5220427" 5220427 43806153 "50M" "ENSG00000215458"
"5260437" 5260437 17763450 "50M" "ENSG00000240770"
"5270095" 5270095 44498176 "50M" "ENSG00000175894"
"5270300" 5270300 46568138 "50M" "ENSG00000160305"
"5290132" 5290132 45513548 "50M" "ENSG00000182871"
"5290673" 5290673 14371239 "50M" "ENSG00000155304"
"5340035" 5340035 44510752 "48M2S" "ENSG00000235890"
"5340347" 5340347 36460797 "50M" "ENSG00000159261"
"6" 5340398 10590460 "5S45M" "ENSG00000273840"
"7" 5340398 10590460 "5S45M" "ENSG00000274391"
"5340762" 5340762 41141743 "50M" "ENSG00000226496"
"5390072" 5390072 44575061 "50M" "ENSG00000215454"
"5390328" 5390328 38256982 "50M" "ENSG00000157551"
"5390338" 5390338 46545265 "9M607N41M" "ENSG00000160305"
"5420367" 5420367 31667361 "15M1095N35M" "ENSG00000142168"
"5420435" 5420435 43031331 "50M" "ENSG00000160199"
"5420524" 5420524 29361040 "50M" "ENSG00000248476"
"5490470" 5490470 41408714 "50M" "ENSG00000183486"
"5490544" 5490544 30880897 "50M" "ENSG00000182591"
"5560014" 5560014 42413458 "50M" "ENSG00000160185"
"5560543" 5560543 36146329 "50M" "ENSG00000159231"
"5570195" 5570195 39190506 "50M" "ENSG00000185658"
"5570242" 5570242 44327171 "50M" "ENSG00000141959"
"5670022" 5670022 44558466 "50M" "ENSG00000212935"
"5670072" 5670072 32759953 "42M1064N8M" "ENSG00000159086"
"5670719" 5670719 33297083 "50M" "ENSG00000243646"
"5690241" 5690241 18266960 "50M" "ENSG00000154645"
"5700068" 5700068 44442596 "50M" "ENSG00000142185"
"5720026" 5720026 13979930 "50M" "ENSG00000215559"
"5720603" 5720603 30089909 "50M" "ENSG00000259981"
"5810332" 5810332 44055827 "50M" "ENSG00000160218"
"5810630" 5810630 37067274 "50M" "ENSG00000185808"
"5820386" 5820386 44298080 "50M" "ENSG00000160224"
"5820689" 5820689 44289698 "50M" "ENSG00000160224"
"5860056" 5860056 30598801 "50M" "ENSG00000186930"
"5860138" 5860138 41739756 "50M" "ENSG00000183421"
"5860162" 5860162 25729734 "50M" "ENSG00000154723"
"5860377" 5860377 42296499 "50M" "ENSG00000160179"
"8" 5870475 39411132 "50M" "ENSG00000168028"
"9" 5870475 39411132 "50M" "ENSG00000202363"
"5870543" 5870543 38054258 "50M" "ENSG00000184029"
"5890092" 5890092 46191087 "50M" "ENSG00000160285"
"5890131" 5890131 43762176 "50M" "ENSG00000160209"
"10" 5890477 93731046 "50M" "ENSG00000166012"
"11" 5890477 93731046 "50M" "ENSG00000206799"
"5900114" 5900114 32727838 "50M" "ENSG00000159082"
"5900682" 5900682 44805820 "50M" "ENSG00000184900"
"5910082" 5910082 44060030 "50M" "ENSG00000160218"
"5960484" 5960484 28540058 "50M" "ENSG00000226935"
"5960626" 5960626 15051789 "50M" "ENSG00000279390"
"6020440" 6020440 42849401 "50M" "ENSG00000160193"
"6020451" 6020451 42475897 "1S49M" "ENSG00000160188"
"6020504" 6020504 37072595 "50M" "ENSG00000185808"
"6040209" 6040209 30166202 "50M" "ENSG00000156282"
"6060133" 6060133 43366305 "50M" "ENSG00000225637"
"6060326" 6060326 41987333 "50M" "ENSG00000173276"
"6060377" 6060377 42297054 "50M" "ENSG00000160179"
"6060646" 6060646 33595787 "50M" "ENSG00000205758"
"6100491" 6100491 41180240 "50M" "ENSG00000224388"
"6110152" 6110152 32790777 "50M" "ENSG00000279690"
"6110601" 6110601 38381880 "50M" "ENSG00000157554"
"12" 6110754 33909151 "50M" "ENSG00000241837"
"13" 6110754 33909151 "50M" "ENSG00000249209"
"6130066" 6130066 32003854 "50M" "ENSG00000142149"
"6180332" 6180332 26918553 "50M" "ENSG00000154736"
"6180482" 6180482 19893500 "50M" "ENSG00000233480"
"6200041" 6200041 39187158 "50M" "ENSG00000185658"
"6200148" 6200148 39929097 "50M" "ENSG00000183036"
"6200367" 6200367 46136790 "50M" "ENSG00000160282"
"6200379" 6200379 33488062 "50M" "ENSG00000177692"
"6220168" 6220168 44801321 "50M" "ENSG00000184787"
"6220300" 6220300 39342620 "50M" "ENSG00000205581"
"6220402" 6220402 45300508 "32M1718N18M" "ENSG00000184274"
"6220551" 6220551 37514439 "50M" "ENSG00000157540"
"6220577" 6220577 44654354 "50M" "ENSG00000212933"
"6250053" 6250053 44850332 "50M" "ENSG00000183255"
"6250286" 6250286 42834982 "50M" "ENSG00000225218"
"6250326" 6250326 30396544 "50M" "ENSG00000198390"
"6270743" 6270743 41347019 "50M" "ENSG00000183844"
"6280070" 6280070 46136340 "50M" "ENSG00000160282"
"6280239" 6280239 44637732 "50M" "ENSG00000221859"
"6280626" 6280626 32734071 "50M" "ENSG00000159086"
"6280682" 6280682 29537217 "50M" "ENSG00000171189"
"6330092" 6330092 29054076 "50M" "ENSG00000156256"
"6330400" 6330400 36751442 "50M" "ENSG00000159267"
"6350563" 6350563 46317291 "50M" "ENSG00000160298"
"6380010" 6380010 44462065 "50M" "ENSG00000160233"
"6380187" 6380187 46286940 "50M" "ENSG00000182362"
"6380438" 6380438 46251373 "50M" "ENSG00000215424"
"6380528" 6380528 14064369 "50M" "ENSG00000249493"
"6380709" 6380709 36045596 "50M" "ENSG00000185917"
"6400195" 6400195 34142911 "50M" "ENSG00000243927"
"6400750" 6400750 16194508 "50M" "ENSG00000215386"
"6420575" 6420575 33838282 "50M" "ENSG00000205726"
"6450059" 6450059 42219994 "50M" "ENSG00000160179"
"6450154" 6450154 46189436 "50M" "ENSG00000160285"
"6480270" 6480270 30616547 "50M" "ENSG00000244624"
"6480364" 6480364 29500303 "50M" "ENSG00000234293"
"14" 6480368 32607662 "50M" "ENSG00000265590"
"6480408" 6480408 42389069 "50M" "ENSG00000160183"
"6480609" 6480609 43695397 "50M" "ENSG00000160208"
"6480669" 6480669 33583534 "50M" "ENSG00000159147"
"17" 6510097 44612572 "50M" "ENSG00000187766"
"6510133" 6510133 45264181 "50M" "ENSG00000186866"
"6510433" 6510433 132817284 "50M" "ENSG00000200534"
"6520072" 6520072 45134728 "50M" "ENSG00000197381"
"6520577" 6520577 46568534 "50M" "ENSG00000160305"
"18" 6550056 33252772 "50M" "ENSG00000249624"
"6550681" 6550681 39801995 "50M" "ENSG00000183067"
"6560180" 6560180 25729729 "50M" "ENSG00000154723"
"6580703" 6580703 33977504 "50M" "ENSG00000237945"
"6590181" 6590181 45405192 "50M" "ENSG00000182871"
"6620300" 6620300 39730628 "50M" "ENSG00000231713"
"6620709" 6620709 29749004 "50M" "ENSG00000174680"
"6660296" 6660296 44934740 "50M" "ENSG00000183250"
"6760300" 6760300 30319393 "50M" "ENSG00000197683"
"6770022" 6770022 38204570 "50M" "ENSG00000270835"
"6770209" 6770209 41885156 "50M" "ENSG00000157617"
"6770347" 6770347 29193631 "50M" "ENSG00000215533"
"6770576" 6770576 17795208 "50M" "ENSG00000154642"
"6840300" 6840300 39445878 "50M" "ENSG00000185437"
"6860039" 6860039 42111383 "50M" "ENSG00000177398"
"6900017" 6900017 44518273 "50M" "ENSG00000182912"
"6900086" 6900086 26836650 "50M" "ENSG00000154734"
"6900670" 6900670 14591440 "50M" "ENSG00000223662"
"6940025" 6940025 25601419 "50M" "ENSG00000154719"
"6960088" 6960088 44627723 "50M" "ENSG00000221837"
"20" 6960537 33248814 "41M3807N9M" "ENSG00000249624"
"6980167" 6980167 42024766 "50M" "ENSG00000237232"
"6980470" 6980470 42382014 "50M" "ENSG00000160183"
"6980471" 6980471 37419776 "50M" "ENSG00000157540"
"21" 7040162 32602308 "50M" "ENSG00000265590"
"7050278" 7050278 34887144 "50M" "ENSG00000159216"
"7050661" 7050661 25361833 "50M" "ENSG00000213885"
"7200192" 7200192 14269495 "50M" "ENSG00000243064"
"7200689" 7200689 39405946 "50M" "ENSG00000157578"
"7210278" 7210278 14224523 "15M2342N35M" "ENSG00000185272"
"7210605" 7210605 17593778 "50M" "ENSG00000154640"
"7210722" 7210722 46292054 "50M" "ENSG00000182362"
"7320400" 7320400 30214505 "50M" "ENSG00000156284"
"7320437" 7320437 37223797 "50M" "ENSG00000157538"
"7320497" 7320497 44442882 "50M" "ENSG00000142185"
"7330097" 7330097 45226436 "50M" "ENSG00000197381"
"7380167" 7380167 44933326 "50M" "ENSG00000183250"
"7380220" 7380220 44681643 "50M" "ENSG00000187175"
"7400368" 7400368 34788042 "50M" "ENSG00000159216"
"7510408" 7510408 14961707 "50M" "ENSG00000180530"
"7550181" 7550181 33359463 "50M" "ENSG00000142166"
"7560424" 7560424 30635402 "50M" "ENSG00000184032"
"7570484" 7570484 42312064 "50M" "ENSG00000160180"
"7570598" 7570598 46004759 "50M" "ENSG00000142156"
"7650064" 7650064 42142467 "50M" "ENSG00000177398"
