"probeID" "start" "CIGAR" "Ensembl"
"200739_s_at.5" "200739_s_at" 44809047 "2S23M" "ENSG00000184900"
"200739_s_at.6" "200739_s_at" 44807006 "25M" "ENSG00000184900"
"200739_s_at.7" "200739_s_at" 44806950 "25M" "ENSG00000184900"
"200739_s_at.8" "200739_s_at" 44806902 "25M" "ENSG00000184900"
"200739_s_at.9" "200739_s_at" 44806867 "25M" "ENSG00000184900"
"200739_s_at.10" "200739_s_at" 44806829 "25M" "ENSG00000184900"
"200740_s_at.45" "200740_s_at" 44806151 "25M" "ENSG00000184900"
"200740_s_at.46" "200740_s_at" 44806129 "25M" "ENSG00000184900"
"200740_s_at.47" "200740_s_at" 44806116 "25M" "ENSG00000184900"
"200740_s_at.48" "200740_s_at" 44806039 "25M" "ENSG00000184900"
"200740_s_at.49" "200740_s_at" 44806013 "25M" "ENSG00000184900"
"200740_s_at.50" "200740_s_at" 44805852 "25M" "ENSG00000184900"
"200740_s_at.51" "200740_s_at" 44805789 "25M" "ENSG00000184900"
"200740_s_at.52" "200740_s_at" 44805774 "25M" "ENSG00000184900"
"200740_s_at.53" "200740_s_at" 44805728 "25M" "ENSG00000184900"
"200740_s_at.54" "200740_s_at" 44805714 "25M" "ENSG00000184900"
"200740_s_at.55" "200740_s_at" 44805681 "25M" "ENSG00000184900"
"29" "200818_at" 33907401 "25M" "ENSG00000241837"
"30" "200818_at" 33907372 "25M" "ENSG00000241837"
"31" "200818_at" 33909149 "25M" "ENSG00000241837"
"32" "200818_at" 33907360 "25M" "ENSG00000241837"
"33" "200818_at" 33909179 "25M" "ENSG00000241837"
"34" "200818_at" 33907346 "25M" "ENSG00000241837"
"35" "200818_at" 33903986 "25M" "ENSG00000241837"
"36" "200818_at" 33903616 "25M" "ENSG00000241837"
"37" "200818_at" 33909179 "25M" "ENSG00000249209"
"38" "200818_at" 33909149 "25M" "ENSG00000249209"
"39" "200818_at" 33907401 "25M" "ENSG00000249209"
"40" "200818_at" 33907372 "25M" "ENSG00000249209"
"41" "200818_at" 33907360 "25M" "ENSG00000249209"
"42" "200818_at" 33907346 "25M" "ENSG00000249209"
"1" "200873_s_at" 29060599 "25M" "ENSG00000156261"
"2" "200873_s_at" 29060616 "25M" "ENSG00000156261"
"3" "200873_s_at" 29056389 "25M" "ENSG00000156261"
"4" "200873_s_at" 29060560 "25M" "ENSG00000156261"
"5" "200873_s_at" 29060573 "25M" "ENSG00000156261"
"6" "200873_s_at" 29056409 "25M" "ENSG00000156261"
"7" "200873_s_at" 147203633 "25M" "ENSG00000226015"
"200943_at" "200943_at" 39342826 "25M" "ENSG00000205581"
"200944_s_at.1" "200944_s_at" 39342553 "25M" "ENSG00000205581"
"200944_s_at.2" "200944_s_at" 39342499 "25M" "ENSG00000205581"
"201085_s_at.155" "201085_s_at" 33554065 "25M" "ENSG00000159140"
"201085_s_at.156" "201085_s_at" 33554076 "25M" "ENSG00000159140"
"201085_s_at.157" "201085_s_at" 33554185 "25M" "ENSG00000159140"
"201085_s_at.158" "201085_s_at" 33554200 "25M" "ENSG00000159140"
"201085_s_at.159" "201085_s_at" 33554218 "25M" "ENSG00000159140"
"201085_s_at.160" "201085_s_at" 33554362 "25M" "ENSG00000159140"
"201085_s_at.161" "201085_s_at" 33554431 "25M" "ENSG00000159140"
"201085_s_at.162" "201085_s_at" 33554457 "25M" "ENSG00000159140"
"201085_s_at.163" "201085_s_at" 33554477 "25M" "ENSG00000159140"
"201085_s_at.164" "201085_s_at" 33554512 "25M" "ENSG00000159140"
"201085_s_at.165" "201085_s_at" 33554530 "25M" "ENSG00000159140"
"201086_x_at.1" "201086_x_at" 33576892 "25M" "ENSG00000159140"
"201086_x_at.2" "201086_x_at" 33576908 "25M" "ENSG00000159140"
"201086_x_at.3" "201086_x_at" 33576959 "25M" "ENSG00000159140"
"201086_x_at.4" "201086_x_at" 33577006 "25M" "ENSG00000159140"
"201086_x_at.5" "201086_x_at" 33577321 "25M" "ENSG00000159140"
"201102_s_at.1" "201102_s_at" 44326784 "25M" "ENSG00000141959"
"201102_s_at.2" "201102_s_at" 44326795 "25M" "ENSG00000141959"
"201102_s_at.3" "201102_s_at" 44326797 "25M" "ENSG00000141959"
"201102_s_at.4" "201102_s_at" 44326803 "25M" "ENSG00000141959"
"201102_s_at.5" "201102_s_at" 44326843 "25M" "ENSG00000141959"
"201102_s_at.6" "201102_s_at" 44326845 "25M" "ENSG00000141959"
"201102_s_at.7" "201102_s_at" 44327073 "25M" "ENSG00000141959"
"201102_s_at.8" "201102_s_at" 44327235 "25M" "ENSG00000141959"
"201102_s_at.9" "201102_s_at" 44327239 "25M" "ENSG00000141959"
"201102_s_at.10" "201102_s_at" 44327246 "25M" "ENSG00000141959"
"201201_at.1" "201201_at" 43774700 "25M" "ENSG00000160213"
"201201_at.2" "201201_at" 43774684 "25M" "ENSG00000160213"
"201201_at.3" "201201_at" 43774659 "25M" "ENSG00000160213"
"201201_at.4" "201201_at" 43774282 "25M" "ENSG00000160213"
"201201_at.5" "201201_at" 43774262 "25M" "ENSG00000160213"
"201201_at.6" "201201_at" 43774235 "25M" "ENSG00000160213"
"201201_at.7" "201201_at" 43774198 "25M" "ENSG00000160213"
"201201_at.8" "201201_at" 43774125 "25M" "ENSG00000160213"
"201201_at.9" "201201_at" 43776260 "25M" "ENSG00000160213"
"201328_at.203" "201328_at" 38824333 "25M" "ENSG00000157557"
"201328_at.204" "201328_at" 38824403 "25M" "ENSG00000157557"
"201328_at.205" "201328_at" 38824465 "25M" "ENSG00000157557"
"201328_at.206" "201328_at" 38824493 "25M" "ENSG00000157557"
"201328_at.207" "201328_at" 38824544 "25M" "ENSG00000157557"
"201328_at.208" "201328_at" 38824594 "25M" "ENSG00000157557"
"201328_at.209" "201328_at" 38824612 "25M" "ENSG00000157557"
"201328_at.210" "201328_at" 38824662 "25M" "ENSG00000157557"
"201328_at.211" "201328_at" 38824730 "25M" "ENSG00000157557"
"201328_at.212" "201328_at" 38824813 "25M" "ENSG00000157557"
"201328_at.213" "201328_at" 38824851 "25M" "ENSG00000157557"
"201329_s_at.214" "201329_s_at" 38822867 "25M" "ENSG00000157557"
"201329_s_at.215" "201329_s_at" 38822877 "25M" "ENSG00000157557"
"201329_s_at.216" "201329_s_at" 38822914 "25M" "ENSG00000157557"
"201329_s_at.217" "201329_s_at" 38823062 "25M" "ENSG00000157557"
"201329_s_at.218" "201329_s_at" 38823076 "25M" "ENSG00000157557"
"201329_s_at.219" "201329_s_at" 38823159 "25M" "ENSG00000157557"
"201329_s_at.220" "201329_s_at" 38823175 "25M" "ENSG00000157557"
"201329_s_at.221" "201329_s_at" 38823197 "25M" "ENSG00000157557"
"201329_s_at.222" "201329_s_at" 38823217 "25M" "ENSG00000157557"
"201329_s_at.223" "201329_s_at" 38823248 "25M" "ENSG00000157557"
"201329_s_at.224" "201329_s_at" 38823369 "25M" "ENSG00000157557"
"201642_at.1" "201642_at" 33436982 "25M" "ENSG00000159128"
"201642_at.2" "201642_at" 33436999 "25M" "ENSG00000159128"
"201642_at.3" "201642_at" 33437019 "25M" "ENSG00000159128"
"201642_at.4" "201642_at" 33437039 "25M" "ENSG00000159128"
"201642_at.5" "201642_at" 33437053 "25M" "ENSG00000159128"
"201642_at.6" "201642_at" 33437077 "25M" "ENSG00000159128"
"201642_at.7" "201642_at" 33437250 "25M" "ENSG00000159128"
"201642_at.8" "201642_at" 33437326 "25M" "ENSG00000159128"
"201642_at.9" "201642_at" 33437349 "25M" "ENSG00000159128"
"201642_at.10" "201642_at" 33437392 "25M" "ENSG00000159128"
"202086_at.236" "202086_at" 41458631 "25M" "ENSG00000157601"
"202086_at.237" "202086_at" 41458657 "25M" "ENSG00000157601"
"202086_at.238" "202086_at" 41458672 "25M" "ENSG00000157601"
"202086_at.239" "202086_at" 41458777 "25M" "ENSG00000157601"
"202086_at.240" "202086_at" 41458816 "25M" "ENSG00000157601"
"202086_at.241" "202086_at" 41458849 "25M" "ENSG00000157601"
"202086_at.242" "202086_at" 41458869 "25M" "ENSG00000157601"
"202086_at.243" "202086_at" 41458944 "25M" "ENSG00000157601"
"202086_at.244" "202086_at" 41458981 "25M" "ENSG00000157601"
"202086_at.245" "202086_at" 41459080 "25M" "ENSG00000157601"
"202086_at.246" "202086_at" 41459105 "25M" "ENSG00000157601"
"202098_s_at.1" "202098_s_at" 46664384 "25M" "ENSG00000160310"
"202098_s_at.2" "202098_s_at" 46664408 "25M" "ENSG00000160310"
"202098_s_at.3" "202098_s_at" 46664429 "25M" "ENSG00000160310"
"202098_s_at.4" "202098_s_at" 46664454 "25M" "ENSG00000160310"
"202098_s_at.5" "202098_s_at" 46664487 "25M" "ENSG00000160310"
"202098_s_at.6" "202098_s_at" 46664540 "25M" "ENSG00000160310"
"202098_s_at.7" "202098_s_at" 46664560 "25M" "ENSG00000160310"
"202098_s_at.8" "202098_s_at" 46664620 "25M" "ENSG00000160310"
"202098_s_at.9" "202098_s_at" 46664636 "25M" "ENSG00000160310"
"202098_s_at.10" "202098_s_at" 46664741 "25M" "ENSG00000160310"
"202245_at.258" "202245_at" 46189670 "25M" "ENSG00000160285"
"202245_at.259" "202245_at" 46189657 "25M" "ENSG00000160285"
"202245_at.260" "202245_at" 46189446 "25M" "ENSG00000160285"
"202245_at.261" "202245_at" 46189427 "25M" "ENSG00000160285"
"202245_at.262" "202245_at" 46189407 "25M" "ENSG00000160285"
"202245_at.263" "202245_at" 46189379 "25M" "ENSG00000160285"
"202245_at.264" "202245_at" 46189297 "25M" "ENSG00000160285"
"202245_at.265" "202245_at" 46189280 "25M" "ENSG00000160285"
"202245_at.266" "202245_at" 46189239 "25M" "ENSG00000160285"
"202245_at.267" "202245_at" 46189224 "25M" "ENSG00000160285"
"202245_at.268" "202245_at" 46189154 "25M" "ENSG00000160285"
"8" "202325_s_at" 25724587 "25M" "ENSG00000154723"
"9" "202325_s_at" 25724546 "25M" "ENSG00000154723"
"10" "202325_s_at" 25724601 "25M" "ENSG00000154723"
"11" "202325_s_at" 25729724 "25M" "ENSG00000154723"
"12" "202325_s_at" 25729695 "25M" "ENSG00000154723"
"13" "202325_s_at" 25725319 "25M" "ENSG00000154723"
"14" "202325_s_at" 25724643 "25M" "ENSG00000154723"
"15" "202325_s_at" 25725236 "25M" "ENSG00000154723"
"16" "202325_s_at" 6901206 "25M" "ENSG00000237701"
"202557_at.282" "202557_at" 14371647 "25M" "ENSG00000155304"
"202557_at.283" "202557_at" 14371589 "25M" "ENSG00000155304"
"202557_at.284" "202557_at" 14371572 "25M" "ENSG00000155304"
"202557_at.285" "202557_at" 14371554 "25M" "ENSG00000155304"
"202557_at.286" "202557_at" 14371512 "25M" "ENSG00000155304"
"202557_at.287" "202557_at" 14371369 "25M" "ENSG00000155304"
"202557_at.288" "202557_at" 14371266 "25M" "ENSG00000155304"
"202557_at.289" "202557_at" 14371253 "25M" "ENSG00000155304"
"202557_at.290" "202557_at" 14371239 "25M" "ENSG00000155304"
"202557_at.291" "202557_at" 14371224 "25M" "ENSG00000155304"
"202557_at.292" "202557_at" 14371173 "25M" "ENSG00000155304"
"202558_s_at.293" "202558_s_at" 14373397 "25M" "ENSG00000155304"
"202558_s_at.294" "202558_s_at" 14373305 "25M" "ENSG00000155304"
"202558_s_at.295" "202558_s_at" 14373242 "25M" "ENSG00000155304"
"202558_s_at.296" "202558_s_at" 14373159 "25M" "ENSG00000155304"
"202558_s_at.297" "202558_s_at" 14373094 "25M" "ENSG00000155304"
"202558_s_at.298" "202558_s_at" 14373037 "25M" "ENSG00000155304"
"202558_s_at.299" "202558_s_at" 14373020 "25M" "ENSG00000155304"
"202558_s_at.300" "202558_s_at" 14372951 "25M" "ENSG00000155304"
"202558_s_at.301" "202558_s_at" 14372917 "25M" "ENSG00000155304"
"202558_s_at.302" "202558_s_at" 14372901 "25M" "ENSG00000155304"
"202558_s_at.303" "202558_s_at" 14372885 "25M" "ENSG00000155304"
"202599_s_at.1" "202599_s_at" 14961741 "25M" "ENSG00000180530"
"202599_s_at.2" "202599_s_at" 14961700 "25M" "ENSG00000180530"
"202599_s_at.3" "202599_s_at" 14961626 "25M" "ENSG00000180530"
"202599_s_at.4" "202599_s_at" 14961611 "25M" "ENSG00000180530"
"202599_s_at.5" "202599_s_at" 14961583 "25M" "ENSG00000180530"
"202599_s_at.6" "202599_s_at" 14961546 "25M" "ENSG00000180530"
"202599_s_at.7" "202599_s_at" 14961520 "25M" "ENSG00000180530"
"202599_s_at.8" "202599_s_at" 14961470 "25M" "ENSG00000180530"
"202599_s_at.9" "202599_s_at" 14961436 "25M" "ENSG00000180530"
"202599_s_at.10" "202599_s_at" 14961386 "25M" "ENSG00000180530"
"202600_s_at.315" "202600_s_at" 14964735 "25M" "ENSG00000180530"
"202600_s_at.316" "202600_s_at" 14964697 "25M" "ENSG00000180530"
"202600_s_at.317" "202600_s_at" 14964567 "25M" "ENSG00000180530"
"202600_s_at.318" "202600_s_at" 14964504 "25M" "ENSG00000180530"
"202600_s_at.319" "202600_s_at" 14964488 "25M" "ENSG00000180530"
"202600_s_at.320" "202600_s_at" 14964455 "25M" "ENSG00000180530"
"202600_s_at.321" "202600_s_at" 14964363 "25M" "ENSG00000180530"
"202600_s_at.322" "202600_s_at" 14964333 "25M" "ENSG00000180530"
"202600_s_at.323" "202600_s_at" 14964325 "25M" "ENSG00000180530"
"202600_s_at.324" "202600_s_at" 14964249 "25M" "ENSG00000180530"
"202600_s_at.325" "202600_s_at" 14964234 "25M" "ENSG00000180530"
"202671_s_at.1" "202671_s_at" 43749038 "25M" "ENSG00000160209"
"202671_s_at.2" "202671_s_at" 43749055 "25M" "ENSG00000160209"
"202671_s_at.3" "202671_s_at" 43752520 "25M" "ENSG00000160209"
"202671_s_at.4" "202671_s_at" 43752588 "25M" "ENSG00000160209"
"202671_s_at.5" "202671_s_at" 43753592 "25M" "ENSG00000160209"
"202671_s_at.6" "202671_s_at" 43753608 "25M" "ENSG00000160209"
"202671_s_at.7" "202671_s_at" 43753624 "25M" "ENSG00000160209"
"202671_s_at.8" "202671_s_at" 43755726 "25M" "ENSG00000160209"
"202671_s_at.9" "202671_s_at" 43756024 "25M" "ENSG00000160209"
"202749_at.1" "202749_at" 39397428 "25M" "ENSG00000182093"
"202749_at.2" "202749_at" 39397565 "2S23M" "ENSG00000182093"
"202749_at.3" "202749_at" 39397140 "25M" "ENSG00000182093"
"202749_at.4" "202749_at" 39397158 "25M" "ENSG00000182093"
"202749_at.5" "202749_at" 39397199 "25M" "ENSG00000182093"
"202749_at.6" "202749_at" 39397247 "25M" "ENSG00000182093"
"202749_at.7" "202749_at" 39397302 "25M" "ENSG00000182093"
"202803_s_at.1" "202803_s_at" 44886795 "25M" "ENSG00000160255"
"202803_s_at.2" "202803_s_at" 44886775 "25M" "ENSG00000160255"
"202803_s_at.3" "202803_s_at" 44886761 "25M" "ENSG00000160255"
"202803_s_at.4" "202803_s_at" 44886738 "25M" "ENSG00000160255"
"202803_s_at.5" "202803_s_at" 44886377 "25M" "ENSG00000160255"
"202803_s_at.6" "202803_s_at" 44886333 "25M" "ENSG00000160255"
"202803_s_at.7" "202803_s_at" 44886261 "25M" "ENSG00000160255"
"202803_s_at.8" "202803_s_at" 44886163 "25M" "ENSG00000160255"
"202803_s_at.9" "202803_s_at" 44886111 "25M" "ENSG00000160255"
"202803_s_at.10" "202803_s_at" 44886098 "25M" "ENSG00000160255"
"203405_at.1" "203405_at" 39178591 "25M" "ENSG00000183527"
"203405_at.2" "203405_at" 39178571 "25M" "ENSG00000183527"
"203405_at.3" "203405_at" 39178519 "25M" "ENSG00000183527"
"203405_at.4" "203405_at" 39178489 "25M" "ENSG00000183527"
"203405_at.5" "203405_at" 39178473 "25M" "ENSG00000183527"
"203405_at.6" "203405_at" 39178453 "25M" "ENSG00000183527"
"203405_at.7" "203405_at" 39177523 "25M" "ENSG00000183527"
"203405_at.8" "203405_at" 39177453 "25M" "ENSG00000183527"
"203405_at.9" "203405_at" 39175545 "25M" "ENSG00000183527"
"203635_at.392" "203635_at" 37223986 "25M" "ENSG00000157538"
"203635_at.393" "203635_at" 37223954 "25M" "ENSG00000157538"
"203635_at.394" "203635_at" 37223912 "25M" "ENSG00000157538"
"203635_at.395" "203635_at" 37223894 "25M" "ENSG00000157538"
"203635_at.396" "203635_at" 37223859 "25M" "ENSG00000157538"
"203635_at.397" "203635_at" 37223842 "25M" "ENSG00000157538"
"203635_at.398" "203635_at" 37223827 "25M" "ENSG00000157538"
"203635_at.399" "203635_at" 37223800 "25M" "ENSG00000157538"
"203635_at.400" "203635_at" 37223723 "25M" "ENSG00000157538"
"203635_at.401" "203635_at" 37223708 "25M" "ENSG00000157538"
"203635_at.402" "203635_at" 37223617 "25M" "ENSG00000157538"
"203660_s_at.403" "203660_s_at" 46445298 "25M" "ENSG00000160299"
"203660_s_at.404" "203660_s_at" 46445342 "25M" "ENSG00000160299"
"203660_s_at.405" "203660_s_at" 46445409 "25M" "ENSG00000160299"
"203660_s_at.406" "203660_s_at" 46445424 "25M" "ENSG00000160299"
"203660_s_at.407" "203660_s_at" 46445470 "25M" "ENSG00000160299"
"203660_s_at.408" "203660_s_at" 46445502 "25M" "ENSG00000160299"
"203660_s_at.409" "203660_s_at" 46445519 "25M" "ENSG00000160299"
"203660_s_at.410" "203660_s_at" 46445536 "25M" "ENSG00000160299"
"203660_s_at.411" "203660_s_at" 46445598 "25M" "ENSG00000160299"
"203660_s_at.412" "203660_s_at" 46444697 "25M" "ENSG00000160299"
"203660_s_at.413" "203660_s_at" 46444720 "25M" "ENSG00000160299"
"203865_s_at.414" "203865_s_at" 45225964 "25M" "ENSG00000197381"
"203865_s_at.415" "203865_s_at" 45226043 "25M" "ENSG00000197381"
"203865_s_at.416" "203865_s_at" 45226069 "25M" "ENSG00000197381"
"203865_s_at.417" "203865_s_at" 45226132 "25M" "ENSG00000197381"
"203865_s_at.418" "203865_s_at" 45226154 "25M" "ENSG00000197381"
"203865_s_at.419" "203865_s_at" 45226179 "25M" "ENSG00000197381"
"203865_s_at.420" "203865_s_at" 45226282 "25M" "ENSG00000197381"
"203865_s_at.421" "203865_s_at" 45226300 "25M" "ENSG00000197381"
"203865_s_at.422" "203865_s_at" 45226395 "25M" "ENSG00000197381"
"203865_s_at.423" "203865_s_at" 45226445 "25M" "ENSG00000197381"
"203865_s_at.424" "203865_s_at" 45226467 "25M" "ENSG00000197381"
"203917_at.1" "203917_at" 17566459 "25M" "ENSG00000154639"
"203917_at.2" "203917_at" 17566477 "25M" "ENSG00000154639"
"203917_at.3" "203917_at" 17566492 "25M" "ENSG00000154639"
"203917_at.4" "203917_at" 17566527 "25M" "ENSG00000154639"
"203993_x_at.1" "203993_x_at" 44331973 "25M" "ENSG00000184441"
"203993_x_at.2" "203993_x_at" 44335773 "25M" "ENSG00000184441"
"43" "203994_s_at" 44330180 "25M" "ENSG00000160226"
"44" "203994_s_at" 44330018 "25M" "ENSG00000160226"
"45" "203994_s_at" 44330000 "25M" "ENSG00000160226"
"46" "203994_s_at" 44329963 "25M" "ENSG00000160226"
"47" "203994_s_at" 44330054 "25M" "ENSG00000160226"
"48" "203994_s_at" 44329955 "25M" "ENSG00000160226"
"49" "203994_s_at" 44330884 "25M" "ENSG00000160226"
"50" "203994_s_at" 44331874 "25M" "ENSG00000160226"
"51" "203994_s_at" 44330198 "25M" "ENSG00000160226"
"52" "203994_s_at" 44330033 "25M" "ENSG00000160226"
"53" "203994_s_at" 44329955 "25M" "ENSG00000241728"
"54" "203994_s_at" 44329963 "25M" "ENSG00000241728"
"55" "203994_s_at" 44330018 "25M" "ENSG00000241728"
"56" "203994_s_at" 44330000 "25M" "ENSG00000241728"
"57" "203994_s_at" 44330180 "25M" "ENSG00000241728"
"58" "203994_s_at" 44330198 "25M" "ENSG00000241728"
"59" "203994_s_at" 44330033 "25M" "ENSG00000241728"
"60" "203995_at" 44329476 "25M" "ENSG00000160226"
"61" "203995_at" 44329416 "25M" "ENSG00000160226"
"62" "203995_at" 44329346 "25M" "ENSG00000160226"
"63" "203995_at" 44329263 "25M" "ENSG00000160226"
"64" "203995_at" 44329288 "25M" "ENSG00000160226"
"65" "203995_at" 44329232 "25M" "ENSG00000160226"
"66" "203995_at" 44329244 "25M" "ENSG00000160226"
"67" "203995_at" 44329439 "25M" "ENSG00000160226"
"68" "203995_at" 44329492 "25M" "ENSG00000160226"
"69" "203995_at" 44329106 "25M" "ENSG00000160226"
"70" "203995_at" 44329364 "25M" "ENSG00000160226"
"71" "203995_at" 44329106 "25M" "ENSG00000241728"
"72" "203996_s_at" 44329062 "25M" "ENSG00000160226"
"73" "203996_s_at" 44328974 "25M" "ENSG00000160226"
"74" "203996_s_at" 44328960 "25M" "ENSG00000160226"
"75" "203996_s_at" 44328958 "25M" "ENSG00000160226"
"76" "203996_s_at" 44329020 "25M" "ENSG00000160226"
"77" "203996_s_at" 44329031 "25M" "ENSG00000160226"
"78" "203996_s_at" 44329009 "25M" "ENSG00000160226"
"79" "203996_s_at" 44329057 "25M" "ENSG00000160226"
"80" "203996_s_at" 44329001 "25M" "ENSG00000160226"
"81" "203996_s_at" 44328977 "25M" "ENSG00000160226"
"82" "203996_s_at" 44329022 "25M" "ENSG00000160226"
"83" "203996_s_at" 44329062 "25M" "ENSG00000241728"
"84" "203996_s_at" 44328974 "25M" "ENSG00000241728"
"85" "203996_s_at" 44329020 "25M" "ENSG00000241728"
"86" "203996_s_at" 44328960 "25M" "ENSG00000241728"
"87" "203996_s_at" 44328958 "25M" "ENSG00000241728"
"88" "203996_s_at" 44329057 "25M" "ENSG00000241728"
"89" "203996_s_at" 44329001 "25M" "ENSG00000241728"
"90" "203996_s_at" 44329031 "25M" "ENSG00000241728"
"91" "203996_s_at" 44329009 "25M" "ENSG00000241728"
"92" "203996_s_at" 44329022 "25M" "ENSG00000241728"
"93" "203996_s_at" 44328977 "25M" "ENSG00000241728"
"204191_at.504" "204191_at" 33356034 "25M" "ENSG00000142166"
"204191_at.505" "204191_at" 33356084 "25M" "ENSG00000142166"
"204191_at.506" "204191_at" 33356152 "25M" "ENSG00000142166"
"204191_at.507" "204191_at" 33356173 "25M" "ENSG00000142166"
"204191_at.508" "204191_at" 33356189 "25M" "ENSG00000142166"
"204191_at.509" "204191_at" 33356224 "25M" "ENSG00000142166"
"204191_at.510" "204191_at" 33356257 "25M" "ENSG00000142166"
"204191_at.511" "204191_at" 33356274 "25M" "ENSG00000142166"
"204191_at.512" "204191_at" 33356369 "25M" "ENSG00000142166"
"204191_at.513" "204191_at" 33356469 "25M" "ENSG00000142166"
"204191_at.514" "204191_at" 33356491 "25M" "ENSG00000142166"
"204194_at.1" "204194_at" 29345428 "25M" "ENSG00000156273"
"204194_at.2" "204194_at" 29345567 "25M" "ENSG00000156273"
"204194_at.3" "204194_at" 29345581 "25M" "ENSG00000156273"
"204194_at.4" "204194_at" 29345608 "25M" "ENSG00000156273"
"204194_at.5" "204194_at" 29345619 "25M" "ENSG00000156273"
"204194_at.6" "204194_at" 29345677 "25M" "ENSG00000156273"
"204194_at.7" "204194_at" 29345693 "25M" "ENSG00000156273"
"204194_at.8" "204194_at" 29345729 "25M" "ENSG00000156273"
"204194_at.9" "204194_at" 29345746 "25M" "ENSG00000156273"
"204195_s_at.526" "204195_s_at" 43024907 "25M" "ENSG00000160199"
"204195_s_at.527" "204195_s_at" 43024924 "25M" "ENSG00000160199"
"204195_s_at.528" "204195_s_at" 43028742 "25M" "ENSG00000160199"
"204195_s_at.529" "204195_s_at" 43028782 "25M" "ENSG00000160199"
"204195_s_at.530" "204195_s_at" 43028822 "25M" "ENSG00000160199"
"204195_s_at.531" "204195_s_at" 43028850 "25M" "ENSG00000160199"
"204195_s_at.532" "204195_s_at" 43029903 "25M" "ENSG00000160199"
"204195_s_at.533" "204195_s_at" 43029975 "25M" "ENSG00000160199"
"204195_s_at.534" "204195_s_at" 43029989 "25M" "ENSG00000160199"
"204195_s_at.535" "204195_s_at" 43030072 "25M" "ENSG00000160199"
"204195_s_at.536" "204195_s_at" 43030104 "25M" "ENSG00000160199"
"204196_x_at.1" "204196_x_at" 43031559 "25M" "ENSG00000160199"
"204196_x_at.2" "204196_x_at" 43031572 "25M" "ENSG00000160199"
"204196_x_at.3" "204196_x_at" 43031626 "25M" "ENSG00000160199"
"204196_x_at.4" "204196_x_at" 43031696 "25M" "ENSG00000160199"
"204567_s_at.548" "204567_s_at" 42296827 "25M" "ENSG00000160179"
"204567_s_at.549" "204567_s_at" 42296840 "25M" "ENSG00000160179"
"204567_s_at.550" "204567_s_at" 42296863 "25M" "ENSG00000160179"
"204567_s_at.551" "204567_s_at" 42296872 "25M" "ENSG00000160179"
"204567_s_at.552" "204567_s_at" 42296894 "25M" "ENSG00000160179"
"204567_s_at.553" "204567_s_at" 42296909 "25M" "ENSG00000160179"
"204567_s_at.554" "204567_s_at" 42296920 "25M" "ENSG00000160179"
"204567_s_at.555" "204567_s_at" 42296947 "25M" "ENSG00000160179"
"204567_s_at.556" "204567_s_at" 42296983 "25M" "ENSG00000160179"
"204567_s_at.557" "204567_s_at" 42297029 "25M" "ENSG00000160179"
"204567_s_at.558" "204567_s_at" 42297044 "25M" "ENSG00000160179"
"204623_at.1" "204623_at" 42313582 "25M" "ENSG00000160180"
