"probeID" "Ensembl"
"209777_s_at.1311" "209777_s_at" "ENSG00000173638"
"209979_at.1" "209979_at" "ENSG00000197381"
"210005_at.1" "210005_at" "ENSG00000159131"
"210119_at.1344" "210119_at" "ENSG00000157551"
"210365_at.1391" "210365_at" "ENSG00000159216"
"210384_at.1402" "210384_at" "ENSG00000160310"
"210454_s_at.1424" "210454_s_at" "ENSG00000157542"
"210645_s_at.1" "210645_s_at" "ENSG00000182670"
"210689_at.1447" "210689_at" "ENSG00000159261"
"210805_x_at.1" "210805_x_at" "ENSG00000159216"
"210818_s_at.1480" "210818_s_at" "ENSG00000156273"
"211018_at.1" "211018_at" "ENSG00000160285"
"211019_s_at.1" "211019_s_at" "ENSG00000160285"
"211065_x_at.1" "211065_x_at" "ENSG00000141959"
"211079_s_at.1" "211079_s_at" "ENSG00000157540"
"211113_s_at.1535" "211113_s_at" "ENSG00000160179"
"211180_x_at.1557" "211180_x_at" "ENSG00000159216"
"211181_x_at.1" "211181_x_at" "ENSG00000159216"
"211182_x_at.1" "211182_x_at" "ENSG00000159216"
"211277_x_at.1" "211277_x_at" "ENSG00000142192"
"211484_s_at.1" "211484_s_at" "ENSG00000171587"
"211541_s_at.1679" "211541_s_at" "ENSG00000157540"
"211576_s_at.1690" "211576_s_at" "ENSG00000173638"
"211620_x_at.1" "211620_x_at" "ENSG00000159216"
"211626_x_at.1" "211626_x_at" "ENSG00000157554"
"211689_s_at.1" "211689_s_at" "ENSG00000184012"
"211806_s_at.1736" "211806_s_at" "ENSG00000157551"
"212091_s_at.1747" "212091_s_at" "ENSG00000142156"
"212269_s_at.1758" "212269_s_at" "ENSG00000160294"
"212378_at.1769" "212378_at" "ENSG00000159131"
"212379_at.1" "212379_at" "ENSG00000159131"
"212844_at.1" "212844_at" "ENSG00000160208"
"212846_at.1824" "212846_at" "ENSG00000160208"
"212875_s_at.1835" "212875_s_at" "ENSG00000157617"
"212937_s_at.1" "212937_s_at" "ENSG00000142156"
"212938_at.1" "212938_at" "ENSG00000142156"
"212940_at.1" "212940_at" "ENSG00000142156"
"212944_at.1" "212944_at" "ENSG00000198743"
"212990_at.1903" "212990_at" "ENSG00000159082"
"212996_s_at.1914" "212996_s_at" "ENSG00000142207"
"213000_at.1925" "213000_at" "ENSG00000159256"
"213134_x_at.1936" "213134_x_at" "ENSG00000154640"
"213135_at.1947" "213135_at" "ENSG00000156299"
"213167_s_at.1958" "213167_s_at" "ENSG00000198743"
"213290_at.1969" "213290_at" "ENSG00000142173"
"213428_s_at.1980" "213428_s_at" "ENSG00000142156"
"213450_s_at" "213450_s_at" "ENSG00000277117"
"213538_at.2011" "213538_at" "ENSG00000159140"
"213541_s_at.2022" "213541_s_at" "ENSG00000157554"
"213824_at.1" "213824_at" "ENSG00000205927"
"213825_at.2044" "213825_at" "ENSG00000205927"
"213989_x_at.2055" "213989_x_at" "ENSG00000185917"
"214476_at.1" "214476_at" "ENSG00000160181"
"214598_at.2109" "214598_at" "ENSG00000156284"
"214611_at.1" "214611_at" "ENSG00000171189"
"214750_at.1" "214750_at" "ENSG00000280109"
"214820_at.1" "214820_at" "ENSG00000185658"
"214953_s_at.2153" "214953_s_at" "ENSG00000142192"
"214988_s_at.1" "214988_s_at" "ENSG00000159140"
"215219_at.1" "215219_at" "ENSG00000142197"
"215234_at.2191" "215234_at" "ENSG00000157540"
"215253_s_at.2202" "215253_s_at" "ENSG00000159200"
"215254_at.2213" "215254_at" "ENSG00000159200"
"215529_x_at.1" "215529_x_at" "ENSG00000160305"
"215580_at.1" "215580_at" "ENSG00000160294"
"215581_s_at.2268" "215581_s_at" "ENSG00000160294"
"215596_s_at.2292" "215596_s_at" "ENSG00000198862"
"216004_s_at.2303" "216004_s_at" "ENSG00000160199"
"216072_at.1" "216072_at" "ENSG00000230982"
"217263_x_at.1" "217263_x_at" "ENSG00000159216"
"217269_s_at.1" "217269_s_at" "ENSG00000154646"
"217309_s_at.1" "217309_s_at" "ENSG00000157538"
"217445_s_at.1" "217445_s_at" "ENSG00000159131"
"217633_at" "217633_at" "ENSG00000142207"
"217867_x_at.2413" "217867_x_at" "ENSG00000182240"
"218018_at.2424" "218018_at" "ENSG00000160209"
"218019_s_at.2435" "218019_s_at" "ENSG00000160209"
"218377_s_at.2457" "218377_s_at" "ENSG00000156253"
"218386_x_at.2468" "218386_x_at" "ENSG00000156256"
"218515_at.2479" "218515_at" "ENSG00000159086"
"218758_s_at.2501" "218758_s_at" "ENSG00000160214"
"218928_s_at.1" "218928_s_at" "ENSG00000160190"
"219004_s_at.1" "219004_s_at" "ENSG00000159055"
"219213_at.2534" "219213_at" "ENSG00000154721"
"219280_at.1" "219280_at" "ENSG00000185658"
"219482_at.1" "219482_at" "ENSG00000185917"
"219535_at.2567" "219535_at" "ENSG00000142149"
"219600_s_at.1" "219600_s_at" "ENSG00000142188"
"219723_x_at.1" "219723_x_at" "ENSG00000160216"
"219767_s_at.1" "219767_s_at" "ENSG00000205758"
"219867_at.2613" "219867_at" "ENSG00000154645"
"219935_at.2624" "219935_at" "ENSG00000154736"
"220139_at.1" "220139_at" "ENSG00000142182"
"220177_s_at.2655" "220177_s_at" "ENSG00000160183"
"220311_at.1" "220311_at" "ENSG00000156239"
"220330_s_at.2692" "220330_s_at" "ENSG00000155307"
"220372_at.1" "220372_at" "ENSG00000177692"
"220418_at.2714" "220418_at" "ENSG00000160185"
"220419_s_at.2725" "220419_s_at" "ENSG00000155313"
"220459_at.2736" "220459_at" "ENSG00000215424"
"220543_at.2747" "220543_at" "ENSG00000205929"
"220604_x_at.1" "220604_x_at" "ENSG00000160282"
"220826_at.1" "220826_at" "ENSG00000186842"
"220941_s_at.2780" "220941_s_at" "ENSG00000154642"
"221017_s_at.2791" "221017_s_at" "ENSG00000160233"
"221095_s_at.2802" "221095_s_at" "ENSG00000159197"
"221158_at.1" "221158_at" "ENSG00000159086"
"221211_s_at.2825" "221211_s_at" "ENSG00000156265"
"221215_s_at.2836" "221215_s_at" "ENSG00000183421"
"221328_at.2847" "221328_at" "ENSG00000156282"
"221632_s_at.2869" "221632_s_at" "ENSG00000160193"
"221689_s_at.1" "221689_s_at" "ENSG00000185808"
"221883_at.2893" "221883_at" "ENSG00000160199"
"221975_s_at.1" "221975_s_at" "ENSG00000184441"
"222079_at.2915" "222079_at" "ENSG00000157554"
"222162_s_at.2926" "222162_s_at" "ENSG00000154734"
"222310_at.2937" "222310_at" "ENSG00000156304"
"222311_s_at.2948" "222311_s_at" "ENSG00000156304"
"222446_s_at.2991" "222446_s_at" "ENSG00000182240"
"222486_s_at.3002" "222486_s_at" "ENSG00000154734"
"222492_at.1" "222492_at" "ENSG00000160209"
"222616_s_at.1" "222616_s_at" "ENSG00000156256"
"222733_x_at.1" "222733_x_at" "ENSG00000160214"
"222907_x_at.1" "222907_x_at" "ENSG00000142188"
"223167_s_at.3071" "223167_s_at" "ENSG00000155313"
"223182_s_at.3082" "223182_s_at" "ENSG00000160216"
"223184_s_at.3104" "223184_s_at" "ENSG00000160216"
"223360_at.3115" "223360_at" "ENSG00000160284"
"223702_x_at.1" "223702_x_at" "ENSG00000160282"
"223768_at.3137" "223768_at" "ENSG00000235374"
"223923_at.3148" "223923_at" "ENSG00000279690"
"223948_s_at.1" "223948_s_at" "ENSG00000160183"
"223949_at.3170" "223949_at" "ENSG00000160183"
"223951_at.3181" "223951_at" "ENSG00000279390"
"223979_x_at.1" "223979_x_at" "ENSG00000160282"
"224054_at.1" "224054_at" "ENSG00000273115"
"224282_s_at.1" "224282_s_at" "ENSG00000160216"
"224299_x_at.1" "224299_x_at" "ENSG00000160282"
"224300_x_at.1" "224300_x_at" "ENSG00000160282"
"224919_at.1" "224919_at" "ENSG00000243927"
"225182_at.3259" "225182_at" "ENSG00000142188"
"225440_at.3270" "225440_at" "ENSG00000160216"
"225446_at.1" "225446_at" "ENSG00000185658"
"225539_at.3296" "225539_at" "ENSG00000173276"
"225661_at.1" "225661_at" "ENSG00000142166"
"225669_at.3318" "225669_at" "ENSG00000142166"
"226082_s_at.3329" "226082_s_at" "ENSG00000156304"
"226109_at.3340" "226109_at" "ENSG00000154642"
"226151_x_at.1" "226151_x_at" "ENSG00000205758"
"226209_at.3362" "226209_at" "ENSG00000160194"
"226374_at.1" "226374_at" "ENSG00000154639"
"226465_s_at.1" "226465_s_at" "ENSG00000159140"
"226553_at.1" "226553_at" "ENSG00000184012"
"226616_s_at.1" "226616_s_at" "ENSG00000160194"
"226882_x_at.1" "226882_x_at" "ENSG00000160193"
"226995_at.3433" "226995_at" "ENSG00000223768"
"227051_at.3444" "227051_at" "ENSG00000182240"
"227125_at.3455" "227125_at" "ENSG00000159110"
"227188_at.3466" "227188_at" "ENSG00000166979"
"227194_at.1" "227194_at" "ENSG00000183844"
"227199_at.3488" "227199_at" "ENSG00000160305"
"227421_at.1" "227421_at" "ENSG00000182362"
"227424_x_at.3510" "227424_x_at" "ENSG00000256073"
"227428_at.1" "227428_at" "ENSG00000154727"
"227519_at.3537" "227519_at" "ENSG00000280109"
"227742_at.3548" "227742_at" "ENSG00000159212"
"228001_at.1" "228001_at" "ENSG00000142188"
"228170_at.3570" "228170_at" "ENSG00000184221"
"228597_at.3581" "228597_at" "ENSG00000159055"
"228665_at.3592" "228665_at" "ENSG00000166265"
"228722_at.3603" "228722_at" "ENSG00000160310"
"228725_x_at.1" "228725_x_at" "ENSG00000160310"
"228822_s_at.3625" "228822_s_at" "ENSG00000156256"
"228908_s_at.3636" "228908_s_at" "ENSG00000223768"
"228909_at.3647" "228909_at" "ENSG00000223768"
"229040_at.3680" "229040_at" "ENSG00000227039"
"229041_s_at.1" "229041_s_at" "ENSG00000227039"
"229127_at.3703" "229127_at" "ENSG00000154721"
"229357_at.3714" "229357_at" "ENSG00000154736"
"229437_at.3725" "229437_at" "ENSG00000234883"
"230042_at.3747" "230042_at" "ENSG00000205726"
"230093_at.3758" "230093_at" "ENSG00000160188"
"230097_at.1" "230097_at" "ENSG00000159131"
"230269_at.1" "230269_at" "ENSG00000183778"
"230585_at.3824" "230585_at" "ENSG00000157551"
"230631_s_at.3835" "230631_s_at" "ENSG00000223799"
"230632_at.1" "230632_at" "ENSG00000223799"
"230777_s_at.3868" "230777_s_at" "ENSG00000141956"
"231245_s_at.3890" "231245_s_at" "ENSG00000267857"
"231303_at.3901" "231303_at" "ENSG00000185433"
"231454_at.3912" "231454_at" "ENSG00000280109"
"231491_at.1" "231491_at" "ENSG00000225298"
"231860_at.3934" "231860_at" "ENSG00000185658"
"231931_at.3965" "231931_at" "ENSG00000141956"
"231960_at.3976" "231960_at" "ENSG00000185658"
"232191_at.1" "232191_at" "ENSG00000233056"
"232196_at.1" "232196_at" "ENSG00000157578"
"232390_at.4032" "232390_at" "ENSG00000154654"
"232411_at.4043" "232411_at" "ENSG00000157542"
"232536_at.4075" "232536_at" "ENSG00000160233"
"232549_at.4086" "232549_at" "ENSG00000185272"
"232740_at.4097" "232740_at" "ENSG00000215424"
"232755_at.4108" "232755_at" "ENSG00000184787"
"232804_at.1" "232804_at" "ENSG00000234380"
"233371_at.4152" "233371_at" "ENSG00000243064"
"233387_s_at.1" "233387_s_at" "ENSG00000160299"
"233753_at.4185" "233753_at" "ENSG00000156304"
"233818_at.1" "233818_at" "ENSG00000198862"
"233819_s_at.4207" "233819_s_at" "ENSG00000198862"
"233901_at.4218" "233901_at" "ENSG00000261610"
"233952_s_at.4229" "233952_s_at" "ENSG00000173276"
"234315_at.4240" "234315_at" "ENSG00000248476"
"234524_at.1" "234524_at" "ENSG00000141956"
"234730_s_at.4295" "234730_s_at" "ENSG00000183421"
"235044_at.4339" "235044_at" "ENSG00000166265"
"235368_at.4350" "235368_at" "ENSG00000154736"
"235824_at.1" "235824_at" "ENSG00000233236"
"236061_at.4383" "236061_at" "ENSG00000141956"
"236449_at.4416" "236449_at" "ENSG00000160213"
"236910_at" "236910_at" "ENSG00000154719"
"236988_x_at.1" "236988_x_at" "ENSG00000160255"
"237139_at.1" "237139_at" "ENSG00000160191"
"237268_at.4471" "237268_at" "ENSG00000171587"
"237326_at.4482" "237326_at" "ENSG00000227456"
"237351_at.4493" "237351_at" "ENSG00000232079"
"237697_at.1" "237697_at" "ENSG00000159216"
"237853_x_at.1" "237853_x_at" "ENSG00000189169"
"238428_at.1" "238428_at" "ENSG00000157551"
"238541_at.4566" "238541_at" "ENSG00000160298"
"238890_at.4588" "238890_at" "ENSG00000185658"
"238926_at.4599" "238926_at" "ENSG00000237989"
"238965_at.1" "238965_at" "ENSG00000184441"
"239155_at.1" "239155_at" "ENSG00000154639"
"239308_at.1" "239308_at" "ENSG00000157540"
"239407_at.4663" "239407_at" "ENSG00000238197"
"239464_at.4674" "239464_at" "ENSG00000157551"
"239602_at.1" "239602_at" "ENSG00000255568"
"239994_at.1" "239994_at" "ENSG00000183778"
"239999_at.4707" "239999_at" "ENSG00000215386"
"240068_at.4718" "240068_at" "ENSG00000226496"
"240218_at.1" "240218_at" "ENSG00000171587"
"240406_at.4791" "240406_at" "ENSG00000273254"
"240801_at.4838" "240801_at" "ENSG00000232560"
"240809_at.4849" "240809_at" "ENSG00000237232"
"240814_at.1" "240814_at" "ENSG00000280081"
"240920_at.1" "240920_at" "ENSG00000224100"
"240967_at.1" "240967_at" "ENSG00000244025"
"241224_x_at.1" "241224_x_at" "ENSG00000198054"
"241926_s_at.4927" "241926_s_at" "ENSG00000157554"
"241937_s_at.4938" "241937_s_at" "ENSG00000160193"
"242178_at.1" "242178_at" "ENSG00000188992"
"242798_at.1" "242798_at" "ENSG00000236519"
"242913_at.1" "242913_at" "ENSG00000159212"
"243027_at.5029" "243027_at" "ENSG00000183067"
"243098_at.1" "243098_at" "ENSG00000231324"
"243656_at.1" "243656_at" "ENSG00000215447"
"243750_x_at.1" "243750_x_at" "ENSG00000160256"
"244088_at.5091" "244088_at" "ENSG00000273492"
"244369_at.1" "244369_at" "ENSG00000159079"
"244822_at.1" "244822_at" "ENSG00000159131"
"35776_at.2959" "35776_at" "ENSG00000205726"
"54051_at.2975" "54051_at" "ENSG00000160199"
