"probeID" "start" "CIGAR" "Ensembl"
"5470" 5470 43758759 "60M" "ENSG00000160209"
"5577" 5577 132132876 "60M" "ENSG00000227745"
"5629" 5629 36416660 "60M" "ENSG00000159259"
"5690" 5690 45509596 "6M462N54M" "ENSG00000182871"
"6011" 6011 42362304 "60M" "ENSG00000160182"
"6074" 6074 41275769 "60M" "ENSG00000182240"
"6081" 6081 20743032 "60M" "ENSG00000224924"
"6145" 6145 33577951 "60M" "ENSG00000159147"
"6294" 6294 44999481 "60M" "ENSG00000275874"
"6568" 6568 29006413 "60M" "ENSG00000156253"
"6811" 6811 30425393 "60M" "ENSG00000240432"
"6819" 6819 44886011 "60M" "ENSG00000160255"
"6830" 6830 39297008 "60M" "ENSG00000185658"
"6875" 6875 13399435 "1M5745N59M" "ENSG00000175302"
"6970" 6970 44886011 "60M" "ENSG00000160255"
"7049" 7049 27420737 "60M" "ENSG00000217026"
"7212" 7212 41887081 "60M" "ENSG00000157617"
"7404" 7404 36416660 "60M" "ENSG00000159259"
"7642" 7642 38823639 "60M" "ENSG00000157557"
"7665" 7665 75745806 "60M" "ENSG00000215105"
"7685" 7685 6123322 "60M" "ENSG00000275993"
"7715" 7715 8880781 "60M" "ENSG00000278931"
"7830" 7830 30480094 "60M" "ENSG00000184351"
"7871" 7871 17613891 "60M" "ENSG00000280594"
"7885" 7885 44518686 "60M" "ENSG00000182912"
"7941" 7941 14144205 "60M" "ENSG00000224905"
"8220" 8220 42382111 "60M" "ENSG00000160183"
"8897" 8897 14746810 "60M" "ENSG00000232884"
"8968" 8968 37238501 "60M" "ENSG00000157538"
"9229" 9229 31995795 "60M" "ENSG00000142149"
"9403" 9403 33028066 "60M" "ENSG00000205927"
"9673" 9673 38208585 "60M" "ENSG00000233316"
"9897" 9897 75745009 "60M" "ENSG00000215105"
"10114" 10114 46129377 "60M" "ENSG00000142173"
"10257" 10257 36416660 "60M" "ENSG00000159259"
"10332" 10332 43753705 "15M1978N45M" "ENSG00000160209"
"10498" 10498 41281819 "60M" "ENSG00000182240"
"10522" 10522 16488049 "60M" "ENSG00000215386"
"10630" 10630 14371255 "60M" "ENSG00000155304"
"10712" 10712 44461499 "60M" "ENSG00000160233"
"10771" 10771 38402564 "60M" "ENSG00000157554"
"10809" 10809 29555242 "60M" "ENSG00000171189"
"10859" 10859 44322981 "60M" "ENSG00000141959"
"11020" 11020 46363504 "60M" "ENSG00000160299"
"11167" 11167 13042884 "60M" "ENSG00000224309"
"11602" 11602 42447269 "60M" "ENSG00000160185"
"11649" 11649 32269016 "60M" "ENSG00000159055"
"11701" 11701 25582869 "60M" "ENSG00000260583"
"11755" 11755 25897574 "60M" "ENSG00000142192"
"11779" 11779 44886011 "60M" "ENSG00000160255"
"11829" 11829 44666296 "60M" "ENSG00000221864"
"11849" 11849 36416660 "60M" "ENSG00000159259"
"11882" 11882 25897574 "60M" "ENSG00000142192"
"12052" 12052 45290495 "60M" "ENSG00000215447"
"12236" 12236 39609589 "60M" "ENSG00000184809"
"12293" 12293 6632050 "60M" "ENSG00000280145"
"12391" 12391 32314465 "60M" "ENSG00000142207"
"12414" 12414 42296674 "60M" "ENSG00000160179"
"12528" 12528 43982365 "60M" "ENSG00000160216"
"12617" 12617 31671754 "60M" "ENSG00000156304"
"12671" 12671 44290983 "60M" "ENSG00000160224"
"12849" 12849 45264007 "60M" "ENSG00000186866"
"12979" 12979 28929096 "60M" "ENSG00000198862"
"13037" 13037 9809173 "9M491N51M" "ENSG00000280081"
"13067" 13067 39342386 "60M" "ENSG00000205581"
"13166" 13166 21539823 "60M" "ENSG00000154654"
"13316" 13316 46664314 "60M" "ENSG00000160310"
"13343" 13343 39406056 "60M" "ENSG00000157578"
"13632" 13632 38821611 "60M" "ENSG00000157557"
"14011" 14011 34821286 "60M" "ENSG00000159216"
"14029" 14029 34142494 "60M" "ENSG00000243927"
"14260" 14260 32790845 "60M" "ENSG00000279690"
"14296" 14296 45243553 "60M" "ENSG00000182586"
"14315" 14315 20256999 "60M" "ENSG00000233236"
"14417" 14417 46188653 "60M" "ENSG00000160285"
"14449" 14449 39605941 "60M" "ENSG00000184809"
"14519" 14519 17566339 "60M" "ENSG00000154639"
"14768" 14768 42908924 "60M" "ENSG00000160194"
"14874" 14874 44297862 "60M" "ENSG00000160224"
"14907" 14907 28540095 "60M" "ENSG00000226935"
"14966" 14966 39801287 "60M" "ENSG00000183067"
"15013" 15013 21723503 "60M" "ENSG00000238265"
"15140" 15140 32363329 "60M" "ENSG00000142207"
"15161" 15161 41348661 "60M" "ENSG00000183844"
"15275" 15275 32601842 "60M" "ENSG00000159079"
"15388" 15388 44973240 "26M3414N34M" "ENSG00000160256"
"15536" 15536 34788094 "60M" "ENSG00000159216"
"15705" 15705 37202554 "60M" "ENSG00000182670"
"15785" 15785 43737823 "60M" "ENSG00000160209"
"15803" 15803 20828409 "60M" "ENSG00000215351"
"15870" 15870 43033419 "60M" "ENSG00000160199"
"15936" 15936 46599186 "60M" "ENSG00000160307"
"16019" 16019 42908887 "60M" "ENSG00000160194"
"16047" 16047 44886011 "60M" "ENSG00000160255"
"16082" 16082 32574723 "60M" "ENSG00000186842"
"16130" 16130 39184848 "60M" "ENSG00000272991"
"16327" 16327 43803971 "60M" "ENSG00000160214"
"16428" 16428 39190893 "60M" "ENSG00000185658"
"16563" 16563 31667340 "36M1095N24M" "ENSG00000142168"
"16656" 16656 41986971 "60M" "ENSG00000173276"
"17097" 17097 25897574 "60M" "ENSG00000142192"
"17159" 17159 44442328 "60M" "ENSG00000142185"
"17298" 17298 45223034 "60M" "ENSG00000197381"
"17331" 17331 46188673 "60M" "ENSG00000160285"
"17628" 17628 14485964 "60M" "ENSG00000155307"
"17669" 17669 17793568 "14M1626N46M" "ENSG00000154642"
"17797" 17797 17551859 "60M" "ENSG00000154639"
"17844" 17844 33488493 "60M" "ENSG00000177692"
"18026" 18026 28888221 "28M1D32M" "ENSG00000215005"
"18040" 18040 39662092 "60M" "ENSG00000183778"
"18057" 18057 18270102 "23M5072N37M" "ENSG00000154646"
"18177" 18177 44886011 "60M" "ENSG00000160255"
"18297" 18297 33520944 "60M" "ENSG00000159131"
"18342" 18342 39314691 "60M" "ENSG00000255568"
"18600" 18600 36043802 "60M" "ENSG00000185917"
"18769" 18769 46189385 "60M" "ENSG00000160285"
"18777" 18777 17593742 "60M" "ENSG00000154640"
"19040" 19040 43737416 "60M" "ENSG00000160209"
"19194" 19194 39186519 "60M" "ENSG00000185658"
"19265" 19265 30214648 "60M" "ENSG00000156284"
"19291" 19291 46242633 "60M" "ENSG00000215424"
"19304" 19304 46291348 "60M" "ENSG00000182362"
"19424" 19424 26837390 "60M" "ENSG00000154734"
"19626" 19626 26837306 "60M" "ENSG00000154734"
"19758" 19758 45515200 "60M" "ENSG00000173638"
"19855" 19855 33165624 "60M" "ENSG00000229086"
"19996" 19996 43031036 "60M" "ENSG00000160199"
"20088" 20088 44769788 "60M" "ENSG00000184787"
"20175" 20175 25897574 "60M" "ENSG00000142192"
"20371" 20371 33578219 "60M" "ENSG00000159147"
"20381" 20381 41408574 "60M" "ENSG00000183486"
"20438" 20438 37512392 "60M" "ENSG00000157540"
"20554" 20554 34097122 "60M" "ENSG00000198743"
"20679" 20679 44498633 "60M" "ENSG00000175894"
"20683" 20683 33767717 "60M" "ENSG00000205726"
"20709" 20709 44929060 "60M" "ENSG00000227039"
"21014" 21014 39929122 "60M" "ENSG00000183036"
"21031" 21031 18267219 "60M" "ENSG00000154645"
"21045" 21045 42363331 "60M" "ENSG00000160182"
"21066" 21066 25897574 "60M" "ENSG00000142192"
"21067" 21067 36749803 "60M" "ENSG00000159263"
"21097" 21097 31667340 "36M1095N24M" "ENSG00000142168"
"21494" 21494 43774175 "60M" "ENSG00000160213"
"21547" 21547 33296211 "60M" "ENSG00000243646"
"21600" 21600 37367377 "60M" "ENSG00000157540"
"21689" 21689 44478387 "60M" "ENSG00000274225"
"21788" 21788 46004922 "60M" "ENSG00000142156"
"21845" 21845 41740598 "60M" "ENSG00000183421"
"22029" 22029 42311706 "60M" "ENSG00000160180"
"22057" 22057 37516500 "60M" "ENSG00000157540"
"22393" 22393 30396538 "60M" "ENSG00000198390"
"22451" 22451 46660910 "53M837N7M" "ENSG00000160310"
"22504" 22504 36460657 "60M" "ENSG00000159261"
"22506" 22506 42142605 "60M" "ENSG00000177398"
"22667" 22667 14299489 "60M" "ENSG00000243064"
"22752" 22752 31667340 "36M1095N24M" "ENSG00000142168"
"22775" 22775 33436915 "60M" "ENSG00000159128"
"22911" 22911 26467862 "60M" "ENSG00000166265"
"23047" 23047 36416660 "60M" "ENSG00000159259"
"23092" 23092 13943857 "6M1176N54M" "ENSG00000215559"
"23113" 23113 32797017 "60M" "ENSG00000205930"
"23211" 23211 42372750 "30M2936N30M" "ENSG00000160183"
"23414" 23414 37490405 "57M2555N3M" "ENSG00000157540"
"23585" 23585 37514775 "60M" "ENSG00000157540"
"23636" 23636 31667340 "36M1095N24M" "ENSG00000142168"
"23764" 23764 22114893 "6M79N54M" "ENSG00000184856"
"23861" 23861 33467088 "35M1664N25M" "ENSG00000142188"
"23900" 23900 45941960 "60M" "ENSG00000183570"
"23944" 23944 43797987 "60M" "ENSG00000160214"
"23989" 23989 46566562 "60M" "ENSG00000160305"
"24068" 24068 29054423 "60M" "ENSG00000156256"
"24088" 24088 46251612 "60M" "ENSG00000215424"
"24182" 24182 25897574 "60M" "ENSG00000142192"
"24195" 24195 13934137 "60M" "ENSG00000215559"
"24328" 24328 25386254 "60M" "ENSG00000185433"
"24367" 24367 17518884 "44M1D16M" "ENSG00000232260"
"25054" 25054 14823775 "60M" "ENSG00000235609"
"25157" 25157 33355649 "60M" "ENSG00000142166"
"25227" 25227 14228222 "60M" "ENSG00000185272"
"25245" 25245 41801656 "60M" "ENSG00000141956"
"25464" 25464 33837364 "60M" "ENSG00000205726"
"25518" 25518 36295293 "34M1D26M" "ENSG00000214867"
"25525" 25525 36632708 "60M" "ENSG00000231324"
"25664" 25664 30430628 "60M" "ENSG00000186971"
"25734" 25734 42772410 "60M" "ENSG00000160191"
"25864" 25864 33449588 "60M" "ENSG00000142188"
"26003" 26003 39235929 "60M" "ENSG00000229623"
"26069" 26069 44637864 "60M" "ENSG00000221859"
"26078" 26078 32259891 "60M" "ENSG00000261610"
"26212" 26212 42903416 "60M" "ENSG00000160194"
"26227" 26227 44457147 "60M" "ENSG00000160233"
"26460" 26460 44856321 "44M4798N16M" "ENSG00000183255"
"26535" 26535 42315421 "60M" "ENSG00000160180"
"26556" 26556 41275769 "60M" "ENSG00000182240"
"26570" 26570 37065560 "60M" "ENSG00000185808"
"26586" 26586 42917276 "60M" "ENSG00000233056"
"26613" 26613 14301027 "60M" "ENSG00000243064"
"26647" 26647 30479954 "60M" "ENSG00000184351"
"26733" 26733 31667340 "36M1095N24M" "ENSG00000142168"
"26772" 26772 32311338 "60M" "ENSG00000142207"
"26871" 26871 31667340 "36M1095N24M" "ENSG00000142168"
"26891" 26891 9782067 "60M" "ENSG00000280081"
"27036" 27036 33903495 "60M" "ENSG00000241837"
"27312" 27312 30480144 "60M" "ENSG00000184351"
"27520" 27520 37195956 "60M" "ENSG00000182670"
"27579" 27579 30440523 "60M" "ENSG00000186970"
"27762" 27762 44335770 "60M" "ENSG00000184441"
"27831" 27831 33070616 "60M" "ENSG00000184221"
"27933" 27933 36376230 "60M" "ENSG00000159256"
"27982" 27982 44901710 "24M5181N36M" "ENSG00000160255"
"28230" 28230 44886011 "60M" "ENSG00000160255"
"28231" 28231 36416660 "60M" "ENSG00000159259"
"28514" 28514 42312101 "37M1D23M" "ENSG00000160180"
"28520" 28520 15879237 "60M" "ENSG00000155313"
"28548" 28548 42911704 "60M" "ENSG00000160194"
"28690" 28690 43030614 "60M" "ENSG00000160199"
"28754" 28754 17566011 "60M" "ENSG00000154639"
"28803" 28803 44933440 "60M" "ENSG00000183250"
"29047" 29047 39511806 "4M3278N56M" "ENSG00000185437"
"29252" 29252 46658844 "60M" "ENSG00000160310"
"29373" 29373 33640167 "22M990N38M" "ENSG00000205758"
"29435" 29435 41991623 "60M" "ENSG00000173276"
"29624" 29624 46236852 "60M" "ENSG00000160294"
"29668" 29668 36132789 "60M" "ENSG00000214889"
"29728" 29728 46300512 "60M" "ENSG00000160298"
"29805" 29805 44973258 "8M3414N52M" "ENSG00000160256"
"29851" 29851 38824349 "60M" "ENSG00000157557"
"30081" 30081 32734645 "60M" "ENSG00000159086"
"30145" 30145 39661709 "60M" "ENSG00000183778"
"30159" 30159 29061348 "60M" "ENSG00000156261"
"30176" 30176 34370904 "60M" "ENSG00000159197"
"30201" 30201 32312015 "60M" "ENSG00000170262"
"30218" 30218 34180780 "14M7974N46M" "ENSG00000227456"
"30346" 30346 17441699 "60M" "ENSG00000232560"
"30479" 30479 33575612 "56M110N4M" "ENSG00000159140"
"30599" 30599 42103242 "60M" "ENSG00000184385"
"30891" 30891 42843136 "60M" "ENSG00000160193"
"31022" 31022 27745849 "60M" "ENSG00000225298"
"31040" 31040 28878224 "60M" "ENSG00000156239"
"31094" 31094 34516711 "60M" "ENSG00000159200"
"31125" 31125 25769403 "60M" "ENSG00000154727"
"31251" 31251 14288463 "60M" "ENSG00000243064"
"31255" 31255 41459087 "60M" "ENSG00000157601"
"31262" 31262 25103316 "60M" "ENSG00000232512"
"31770" 31770 36745505 "60M" "ENSG00000159263"
"31844" 31844 36751295 "60M" "ENSG00000159267"
"31916" 31916 29361792 "60M" "ENSG00000248476"
"32110" 32110 44886011 "60M" "ENSG00000160255"
"32112" 32112 39343061 "60M" "ENSG00000205581"
"32150" 32150 33899503 "60M" "ENSG00000205726"
"32211" 32211 38054675 "60M" "ENSG00000184029"
"32301" 32301 30880905 "60M" "ENSG00000182591"
"32390" 32390 33524805 "60M" "ENSG00000159131"
"32407" 32407 16537396 "44M69554N16M" "ENSG00000215386"
"32596" 32596 15878446 "60M" "ENSG00000155313"
"32619" 32619 25897574 "60M" "ENSG00000142192"
"32673" 32673 33265635 "60M" "ENSG00000223799"
"32683" 32683 31667340 "36M1095N24M" "ENSG00000142168"
"33370" 33370 33504126 "60M" "ENSG00000159131"
"33379" 33379 27420784 "60M" "ENSG00000217026"
"33423" 33423 39175475 "60M" "ENSG00000183527"
"33598" 33598 25574038 "60M" "ENSG00000234883"
"33652" 33652 39127881 "60M" "ENSG00000228861"
"33825" 33825 45070966 "60M" "ENSG00000235374"
"34053" 34053 154817299 "60M" "ENSG00000229237"
"34056" 34056 32393876 "60M" "ENSG00000256073"
"34121" 34121 32759099 "60M" "ENSG00000159086"
"34335" 34335 41176888 "60M" "ENSG00000280109"
"34376" 34376 42312127 "60M" "ENSG00000160180"
"34576" 34576 68887257 "60M" "ENSG00000072110"
"34616" 34616 36416660 "60M" "ENSG00000159259"
"34728" 34728 26921517 "60M" "ENSG00000154736"
"34824" 34824 33560049 "60M" "ENSG00000159140"
"34899" 34899 32759837 "60M" "ENSG00000159086"
"35166" 35166 13843432 "60M" "ENSG00000228314"
"35420" 35420 44329437 "60M" "ENSG00000160226"
"35493" 35493 44509248 "60M" "ENSG00000175894"
"35558" 35558 32631333 "60M" "ENSG00000159082"
"35618" 35618 9782111 "60M" "ENSG00000280081"
"35718" 35718 44806695 "60M" "ENSG00000184900"
"35834" 35834 45982728 "36M1505N24M" "ENSG00000142156"
"35867" 35867 32576695 "60M" "ENSG00000242220"
"36131" 36131 42024741 "60M" "ENSG00000237232"
"36214" 36214 37624793 "60M" "ENSG00000157542"
"36247" 36247 30165951 "60M" "ENSG00000156282"
"36422" 36422 25717442 "60M" "ENSG00000154721"
"36492" 36492 46251398 "60M" "ENSG00000215424"
"36525" 36525 41711547 "60M" "ENSG00000236384"
"36791" 36791 40013034 "60M" "ENSG00000171587"
"36842" 36842 25725308 "43M4280N17M" "ENSG00000154723"
"36879" 36879 34833483 "53M1I6M" "ENSG00000159216"
"36974" 36974 41406922 "60M" "ENSG00000183486"
"36981" 36981 42768228 "60M" "ENSG00000160191"
"37069" 37069 25592879 "60M" "ENSG00000154719"
"37398" 37398 39393252 "29M3585N31M" "ENSG00000182093"
"37491" 37491 41464977 "60M" "ENSG00000184012"
"37810" 37810 31667340 "36M1095N24M" "ENSG00000142168"
"37892" 37892 33931623 "60M" "ENSG00000237945"
"37940" 37940 33559236 "60M" "ENSG00000159140"
"38194" 38194 44681657 "60M" "ENSG00000187175"
"38468" 38468 42346539 "8M939N52M" "ENSG00000160181"
"38614" 38614 44886011 "60M" "ENSG00000160255"
"38647" 38647 43695485 "60M" "ENSG00000160208"
"38666" 38666 29596674 "60M" "ENSG00000156273"
"38774" 38774 36072983 "60M" "ENSG00000159228"
"38806" 38806 20425775 "60M" "ENSG00000234439"
"38922" 38922 33263664 "60M" "ENSG00000159110"
"39220" 39220 38739223 "60M" "ENSG00000223806"
"39275" 39275 32732850 "60M" "ENSG00000238197"
"39396" 39396 33577205 "60M" "ENSG00000159140"
"39484" 39484 43630350 "60M" "ENSG00000160207"
"39546" 39546 36416660 "60M" "ENSG00000159259"
"39797" 39797 39196572 "60M" "ENSG00000185658"
"39947" 39947 31667340 "36M1095N24M" "ENSG00000142168"
"40189" 40189 36034996 "60M" "ENSG00000185917"
"40324" 40324 32393433 "60M" "ENSG00000256073"
"40459" 40459 14373449 "60M" "ENSG00000155304"
"40563" 40563 45513644 "60M" "ENSG00000182871"
"40592" 40592 22437829 "60M" "ENSG00000223488"
"40617" 40617 43806493 "60M" "ENSG00000215458"
"40696" 40696 32299041 "37M7562N23M" "ENSG00000170262"
"40722" 40722 26466361 "60M" "ENSG00000166265"
"40754" 40754 41179439 "60M" "ENSG00000280109"
"40781" 40781 45264797 "60M" "ENSG00000186866"
"41057" 41057 15322199 "60M" "ENSG00000215512"
"41196" 41196 45145835 "60M" "ENSG00000197381"
"41360" 41360 36416660 "60M" "ENSG00000159259"
"41452" 41452 33889691 "60M" "ENSG00000205726"
"41607" 41607 38382559 "60M" "ENSG00000157554"
"41695" 41695 9559044 "60M" "ENSG00000279864"
"41697" 41697 33072231 "60M" "ENSG00000184221"
"41708" 41708 30371693 "60M" "ENSG00000182816"
"41960" 41960 25897574 "60M" "ENSG00000142192"
"41989" 41989 25706045 "42M3347N16M2890N2M" "ENSG00000154721"
"42041" 42041 43986330 "60M" "ENSG00000160216"
"42094" 42094 14068718 "34M162N26M" "ENSG00000249493"
"42172" 42172 42472511 "60M" "ENSG00000160188"
"42180" 42180 41885924 "60M" "ENSG00000157617"
"42308" 42308 21543125 "60M" "ENSG00000154654"
"42651" 42651 46644454 "35M3969N25M" "ENSG00000160310"
"42788" 42788 30829400 "60M" "ENSG00000274749"
"42879" 42879 8878762 "60M" "ENSG00000278931"
"43061" 43061 45303300 "60M" "ENSG00000184274"
"43138" 43138 30813047 "60M" "ENSG00000183640"
"43379" 43379 46189129 "60M" "ENSG00000160285"
"43674" 43674 36416660 "60M" "ENSG00000159259"
"43707" 43707 44324607 "49M200N11M" "ENSG00000141959"
"43716" 43716 46137052 "22M165N38M" "ENSG00000160282"
"44292" 44292 39184201 "60M" "ENSG00000185658"
"44324" 44324 44806025 "60M" "ENSG00000184900"
"44389" 44389 38383851 "60M" "ENSG00000157554"
"44437" 44437 33594856 "60M" "ENSG00000205758"
"44440" 44440 38054100 "60M" "ENSG00000184029"
"44493" 44493 33597327 "60M" "ENSG00000205758"
"44510" 44510 37225403 "60M" "ENSG00000157538"
"44511" 44511 43761927 "60M" "ENSG00000160209"
"44528" 44528 45278116 "54M4179N6M" "ENSG00000186866"
"44595" 44595 25897574 "60M" "ENSG00000142192"
"44666" 44666 42580954 "60M" "ENSG00000160190"
"44696" 44696 45100515 "60M" "ENSG00000267857"
"44735" 44735 41739473 "60M" "ENSG00000183421"
"44809" 44809 38238228 "60M" "ENSG00000231123"
"44857" 44857 36319820 "60M" "ENSG00000273199"
"44945" 44945 31667340 "36M1095N24M" "ENSG00000142168"
"44988" 44988 30209160 "60M" "ENSG00000227342"
