"probeID" "start" "CIGAR" "Ensembl"
"7885" 7885 44518686 "60M" "ENSG00000182912"
"7941" 7941 14144205 "60M" "ENSG00000224905"
"8220" 8220 42382111 "60M" "ENSG00000160183"
"8897" 8897 14746810 "60M" "ENSG00000232884"
"8968" 8968 37238501 "60M" "ENSG00000157538"
"9229" 9229 31995795 "60M" "ENSG00000142149"
"9403" 9403 33028066 "60M" "ENSG00000205927"
"9673" 9673 38208585 "60M" "ENSG00000233316"
"9897" 9897 75745009 "60M" "ENSG00000215105"
"10114" 10114 46129377 "60M" "ENSG00000142173"
"10257" 10257 36416660 "60M" "ENSG00000159259"
"10498" 10498 41281819 "60M" "ENSG00000182240"
"10522" 10522 16488049 "60M" "ENSG00000215386"
"10630" 10630 14371255 "60M" "ENSG00000155304"
"10712" 10712 44461499 "60M" "ENSG00000160233"
"10771" 10771 38402564 "60M" "ENSG00000157554"
"10809" 10809 29555242 "60M" "ENSG00000171189"
"10859" 10859 44322981 "60M" "ENSG00000141959"
"11020" 11020 46363504 "60M" "ENSG00000160299"
"11602" 11602 42447269 "60M" "ENSG00000160185"
"11649" 11649 32269016 "60M" "ENSG00000159055"
"11701" 11701 25582869 "60M" "ENSG00000260583"
"11755" 11755 25897574 "60M" "ENSG00000142192"
"11779" 11779 44886011 "60M" "ENSG00000160255"
"11849" 11849 36416660 "60M" "ENSG00000159259"
"11882" 11882 25897574 "60M" "ENSG00000142192"
"12052" 12052 45290495 "60M" "ENSG00000215447"
"12236" 12236 39609589 "60M" "ENSG00000184809"
"12391" 12391 32314465 "60M" "ENSG00000142207"
"12414" 12414 42296674 "60M" "ENSG00000160179"
"12528" 12528 43982365 "60M" "ENSG00000160216"
"12617" 12617 31671754 "60M" "ENSG00000156304"
"12671" 12671 44290983 "60M" "ENSG00000160224"
"12849" 12849 45264007 "60M" "ENSG00000186866"
"12979" 12979 28929096 "60M" "ENSG00000198862"
"13067" 13067 39342386 "60M" "ENSG00000205581"
"13166" 13166 21539823 "60M" "ENSG00000154654"
"13316" 13316 46664314 "60M" "ENSG00000160310"
"13343" 13343 39406056 "60M" "ENSG00000157578"
"13632" 13632 38821611 "60M" "ENSG00000157557"
"14011" 14011 34821286 "60M" "ENSG00000159216"
"14260" 14260 32790845 "60M" "ENSG00000279690"
"14296" 14296 45243553 "60M" "ENSG00000182586"
"14315" 14315 20256999 "60M" "ENSG00000233236"
"14417" 14417 46188653 "60M" "ENSG00000160285"
"14449" 14449 39605941 "60M" "ENSG00000184809"
"14768" 14768 42908924 "60M" "ENSG00000160194"
"14874" 14874 44297862 "60M" "ENSG00000160224"
"14907" 14907 28540095 "60M" "ENSG00000226935"
"14966" 14966 39801287 "60M" "ENSG00000183067"
"15013" 15013 21723503 "60M" "ENSG00000238265"
"15140" 15140 32363329 "60M" "ENSG00000142207"
"15161" 15161 41348661 "60M" "ENSG00000183844"
"15275" 15275 32601842 "60M" "ENSG00000159079"
"15536" 15536 34788094 "60M" "ENSG00000159216"
"15705" 15705 37202554 "60M" "ENSG00000182670"
"15785" 15785 43737823 "60M" "ENSG00000160209"
"15870" 15870 43033419 "60M" "ENSG00000160199"
"15936" 15936 46599186 "60M" "ENSG00000160307"
"16019" 16019 42908887 "60M" "ENSG00000160194"
"16047" 16047 44886011 "60M" "ENSG00000160255"
"16082" 16082 32574723 "60M" "ENSG00000186842"
"16130" 16130 39184848 "60M" "ENSG00000272991"
"16327" 16327 43803971 "60M" "ENSG00000160214"
"16428" 16428 39190893 "60M" "ENSG00000185658"
"16656" 16656 41986971 "60M" "ENSG00000173276"
"17097" 17097 25897574 "60M" "ENSG00000142192"
"17159" 17159 44442328 "60M" "ENSG00000142185"
"17298" 17298 45223034 "60M" "ENSG00000197381"
"17331" 17331 46188673 "60M" "ENSG00000160285"
"17628" 17628 14485964 "60M" "ENSG00000155307"
"17844" 17844 33488493 "60M" "ENSG00000177692"
"18026" 18026 28888221 "28M1D32M" "ENSG00000215005"
"18040" 18040 39662092 "60M" "ENSG00000183778"
"18177" 18177 44886011 "60M" "ENSG00000160255"
"18297" 18297 33520944 "60M" "ENSG00000159131"
"18342" 18342 39314691 "60M" "ENSG00000255568"
"18600" 18600 36043802 "60M" "ENSG00000185917"
"18769" 18769 46189385 "60M" "ENSG00000160285"
"18777" 18777 17593742 "60M" "ENSG00000154640"
"19040" 19040 43737416 "60M" "ENSG00000160209"
"19194" 19194 39186519 "60M" "ENSG00000185658"
"19265" 19265 30214648 "60M" "ENSG00000156284"
"19291" 19291 46242633 "60M" "ENSG00000215424"
"19304" 19304 46291348 "60M" "ENSG00000182362"
"19424" 19424 26837390 "60M" "ENSG00000154734"
"19626" 19626 26837306 "60M" "ENSG00000154734"
"19758" 19758 45515200 "60M" "ENSG00000173638"
"19855" 19855 33165624 "60M" "ENSG00000229086"
"19996" 19996 43031036 "60M" "ENSG00000160199"
"20088" 20088 44769788 "60M" "ENSG00000184787"
"20175" 20175 25897574 "60M" "ENSG00000142192"
"20371" 20371 33578219 "60M" "ENSG00000159147"
"20381" 20381 41408574 "60M" "ENSG00000183486"
"20438" 20438 37512392 "60M" "ENSG00000157540"
"20554" 20554 34097122 "60M" "ENSG00000198743"
"20679" 20679 44498633 "60M" "ENSG00000175894"
"20683" 20683 33767717 "60M" "ENSG00000205726"
"20709" 20709 44929060 "60M" "ENSG00000227039"
"21014" 21014 39929122 "60M" "ENSG00000183036"
"21031" 21031 18267219 "60M" "ENSG00000154645"
"21045" 21045 42363331 "60M" "ENSG00000160182"
"21066" 21066 25897574 "60M" "ENSG00000142192"
"21067" 21067 36749803 "60M" "ENSG00000159263"
"21494" 21494 43774175 "60M" "ENSG00000160213"
"21547" 21547 33296211 "60M" "ENSG00000243646"
"21600" 21600 37367377 "60M" "ENSG00000157540"
"21689" 21689 44478387 "60M" "ENSG00000274225"
"21788" 21788 46004922 "60M" "ENSG00000142156"
"21845" 21845 41740598 "60M" "ENSG00000183421"
"22029" 22029 42311706 "60M" "ENSG00000160180"
"22057" 22057 37516500 "60M" "ENSG00000157540"
"22393" 22393 30396538 "60M" "ENSG00000198390"
"22451" 22451 46660910 "53M3I4M" "ENSG00000160310"
"22504" 22504 36460657 "60M" "ENSG00000159261"
"22506" 22506 42142605 "60M" "ENSG00000177398"
"22667" 22667 14299489 "60M" "ENSG00000243064"
"22775" 22775 33436915 "60M" "ENSG00000159128"
"22911" 22911 26467862 "60M" "ENSG00000166265"
"23047" 23047 36416660 "60M" "ENSG00000159259"
"23113" 23113 32797017 "60M" "ENSG00000205930"
"23223" 23223 25061625 "60M" "ENSG00000244278"
"23414" 23414 37490405 "60M" "ENSG00000157540"
"23585" 23585 37514775 "60M" "ENSG00000157540"
"23764" 23764 22114972 "60M" "ENSG00000184856"
"23900" 23900 45941960 "60M" "ENSG00000183570"
"23944" 23944 43797987 "60M" "ENSG00000160214"
"23989" 23989 46566562 "60M" "ENSG00000160305"
"24068" 24068 29054423 "60M" "ENSG00000156256"
"24088" 24088 46251612 "60M" "ENSG00000215424"
"24182" 24182 25897574 "60M" "ENSG00000142192"
"24328" 24328 25386254 "60M" "ENSG00000185433"
"24367" 24367 17518884 "44M1D16M" "ENSG00000232260"
"25054" 25054 14823775 "60M" "ENSG00000235609"
"25157" 25157 33355649 "60M" "ENSG00000142166"
"25227" 25227 14228222 "60M" "ENSG00000185272"
"25245" 25245 41801656 "60M" "ENSG00000141956"
"25464" 25464 33837364 "60M" "ENSG00000205726"
"25518" 25518 36295293 "34M1D26M" "ENSG00000214867"
"25525" 25525 36632708 "60M" "ENSG00000231324"
"25664" 25664 30430628 "60M" "ENSG00000186971"
"25734" 25734 42772410 "60M" "ENSG00000160191"
"25864" 25864 33449588 "60M" "ENSG00000142188"
"26003" 26003 39235929 "60M" "ENSG00000229623"
"26069" 26069 44637864 "60M" "ENSG00000221859"
"26078" 26078 32259891 "60M" "ENSG00000261610"
"26212" 26212 42903416 "60M" "ENSG00000160194"
"26227" 26227 44457147 "60M" "ENSG00000160233"
"26535" 26535 42315421 "60M" "ENSG00000160180"
"26544" 26544 33482104 "43M4D17M" "ENSG00000215088"
"26556" 26556 41275769 "60M" "ENSG00000182240"
"26570" 26570 37065560 "60M" "ENSG00000185808"
"26586" 26586 42917276 "60M" "ENSG00000233056"
"26613" 26613 14301027 "60M" "ENSG00000243064"
"26647" 26647 30479954 "60M" "ENSG00000184351"
"26772" 26772 32311338 "60M" "ENSG00000142207"
"27036" 27036 33903495 "60M" "ENSG00000241837"
"27579" 27579 30440523 "60M" "ENSG00000186970"
"27762" 27762 44335770 "60M" "ENSG00000184441"
"27831" 27831 33070616 "60M" "ENSG00000184221"
"27933" 27933 36376230 "60M" "ENSG00000159256"
"28230" 28230 44886011 "60M" "ENSG00000160255"
"28231" 28231 36416660 "60M" "ENSG00000159259"
"28514" 28514 42312101 "37M1D23M" "ENSG00000160180"
"28520" 28520 15879237 "60M" "ENSG00000155313"
"28548" 28548 42911704 "60M" "ENSG00000160194"
"28690" 28690 43030614 "60M" "ENSG00000160199"
"28754" 28754 17566011 "60M" "ENSG00000154639"
"28803" 28803 44933440 "60M" "ENSG00000183250"
"29047" 29047 39515084 "60M" "ENSG00000185437"
"29252" 29252 46658844 "60M" "ENSG00000160310"
"29435" 29435 41991623 "60M" "ENSG00000173276"
"29624" 29624 46236852 "60M" "ENSG00000160294"
"29668" 29668 36132789 "60M" "ENSG00000214889"
"29728" 29728 46300512 "60M" "ENSG00000160298"
"29851" 29851 38824349 "60M" "ENSG00000157557"
"30081" 30081 32734645 "60M" "ENSG00000159086"
"30145" 30145 39661709 "60M" "ENSG00000183778"
"30176" 30176 34370904 "60M" "ENSG00000159197"
"30201" 30201 32312015 "60M" "ENSG00000170262"
"30346" 30346 17441699 "60M" "ENSG00000232560"
"30479" 30479 33575612 "60M" "ENSG00000159140"
"30599" 30599 42103242 "60M" "ENSG00000184385"
"30891" 30891 42843136 "60M" "ENSG00000160193"
"31022" 31022 27745849 "60M" "ENSG00000225298"
"31094" 31094 34516711 "60M" "ENSG00000159200"
"31125" 31125 25769403 "60M" "ENSG00000154727"
"31251" 31251 14288463 "60M" "ENSG00000243064"
"31255" 31255 41459087 "60M" "ENSG00000157601"
"31262" 31262 25103316 "60M" "ENSG00000232512"
"31770" 31770 36745505 "60M" "ENSG00000159263"
"31844" 31844 36751295 "60M" "ENSG00000159267"
"31916" 31916 29361792 "60M" "ENSG00000248476"
"32110" 32110 44886011 "60M" "ENSG00000160255"
"32150" 32150 33899503 "60M" "ENSG00000205726"
"32211" 32211 38054675 "60M" "ENSG00000184029"
"32301" 32301 30880905 "60M" "ENSG00000182591"
"32390" 32390 33524805 "60M" "ENSG00000159131"
"32596" 32596 15878446 "60M" "ENSG00000155313"
"32619" 32619 25897574 "60M" "ENSG00000142192"
"32673" 32673 33265635 "60M" "ENSG00000223799"
"33370" 33370 33504126 "60M" "ENSG00000159131"
"33423" 33423 39175475 "60M" "ENSG00000183527"
"33598" 33598 25574038 "60M" "ENSG00000234883"
"33825" 33825 45070966 "60M" "ENSG00000235374"
"34056" 34056 32393876 "60M" "ENSG00000256073"
"34121" 34121 32759099 "60M" "ENSG00000159086"
"34335" 34335 41176888 "60M" "ENSG00000280109"
"34376" 34376 42312127 "60M" "ENSG00000160180"
"34616" 34616 36416660 "60M" "ENSG00000159259"
"34728" 34728 26921517 "60M" "ENSG00000154736"
"34824" 34824 33560049 "60M" "ENSG00000159140"
"34899" 34899 32759837 "60M" "ENSG00000159086"
"35420" 35420 44329437 "60M" "ENSG00000160226"
"35493" 35493 44509248 "60M" "ENSG00000175894"
"35558" 35558 32631333 "60M" "ENSG00000159082"
"35718" 35718 44806695 "60M" "ENSG00000184900"
"35867" 35867 32576695 "60M" "ENSG00000242220"
"36131" 36131 42024741 "60M" "ENSG00000237232"
"36214" 36214 37624793 "60M" "ENSG00000157542"
"36247" 36247 30165951 "60M" "ENSG00000156282"
"36422" 36422 25717442 "60M" "ENSG00000154721"
"36492" 36492 46251398 "60M" "ENSG00000215424"
"36525" 36525 41711547 "60M" "ENSG00000236384"
"36791" 36791 40013034 "60M" "ENSG00000171587"
"36879" 36879 34833483 "53M1I6M" "ENSG00000159216"
"36974" 36974 41406922 "60M" "ENSG00000183486"
"36981" 36981 42768228 "60M" "ENSG00000160191"
"37491" 37491 41464977 "60M" "ENSG00000184012"
"37892" 37892 33931623 "60M" "ENSG00000237945"
"38194" 38194 44681657 "60M" "ENSG00000187175"
"38468" 38468 42347479 "6M1I53M" "ENSG00000160181"
"38614" 38614 44886011 "60M" "ENSG00000160255"
"38647" 38647 43695485 "60M" "ENSG00000160208"
"38666" 38666 29596674 "60M" "ENSG00000156273"
"38774" 38774 36072983 "60M" "ENSG00000159228"
"38922" 38922 33263664 "60M" "ENSG00000159110"
"39220" 39220 38739223 "60M" "ENSG00000223806"
"39275" 39275 32732850 "60M" "ENSG00000238197"
"39396" 39396 33577205 "60M" "ENSG00000159140"
"39484" 39484 43630350 "60M" "ENSG00000160207"
"39546" 39546 36416660 "60M" "ENSG00000159259"
"39797" 39797 39196572 "60M" "ENSG00000185658"
"40189" 40189 36034996 "60M" "ENSG00000185917"
"40324" 40324 32393433 "60M" "ENSG00000256073"
"40459" 40459 14373449 "60M" "ENSG00000155304"
"40563" 40563 45513644 "60M" "ENSG00000182871"
"40617" 40617 43806493 "60M" "ENSG00000215458"
"40722" 40722 26466361 "60M" "ENSG00000166265"
"40754" 40754 41179439 "60M" "ENSG00000280109"
"40781" 40781 45264797 "60M" "ENSG00000186866"
"41196" 41196 45145835 "60M" "ENSG00000197381"
"41360" 41360 36416660 "60M" "ENSG00000159259"
"41452" 41452 33889691 "60M" "ENSG00000205726"
"41607" 41607 38382559 "60M" "ENSG00000157554"
"41697" 41697 33072231 "60M" "ENSG00000184221"
"41708" 41708 30371693 "60M" "ENSG00000182816"
"41960" 41960 25897574 "60M" "ENSG00000142192"
"42041" 42041 43986330 "60M" "ENSG00000160216"
"42172" 42172 42472511 "60M" "ENSG00000160188"
"42180" 42180 41885924 "60M" "ENSG00000157617"
"42308" 42308 21543125 "60M" "ENSG00000154654"
"42788" 42788 30829400 "60M" "ENSG00000274749"
"43061" 43061 45303300 "60M" "ENSG00000184274"
"43138" 43138 30813047 "60M" "ENSG00000183640"
"43379" 43379 46189129 "60M" "ENSG00000160285"
"43674" 43674 36416660 "60M" "ENSG00000159259"
"43707" 43707 44324607 "53M2I5M" "ENSG00000141959"
"44292" 44292 39184201 "60M" "ENSG00000185658"
"44324" 44324 44806025 "60M" "ENSG00000184900"
"44389" 44389 38383851 "60M" "ENSG00000157554"
"44437" 44437 33594856 "60M" "ENSG00000205758"
"44440" 44440 38054100 "60M" "ENSG00000184029"
"44493" 44493 33597327 "60M" "ENSG00000205758"
"44510" 44510 37225403 "60M" "ENSG00000157538"
"44511" 44511 43761927 "60M" "ENSG00000160209"
"44528" 44528 45278116 "60M" "ENSG00000186866"
"44595" 44595 25897574 "60M" "ENSG00000142192"
"44666" 44666 42580954 "60M" "ENSG00000160190"
"44696" 44696 45100515 "60M" "ENSG00000267857"
"44735" 44735 41739473 "60M" "ENSG00000183421"
"44809" 44809 38238228 "60M" "ENSG00000231123"
"44857" 44857 36319820 "60M" "ENSG00000273199"
"44988" 44988 30209160 "60M" "ENSG00000227342"
