"probeID" "start" "CIGAR" "Ensembl"
"201201_at.3677" "201201_at" 43774700 "25M" "ENSG00000160213"
"201201_at.3678" "201201_at" 43774740 "20M1444N5M" "ENSG00000160213"
"201201_at.3679" "201201_at" 43776260 "25M" "ENSG00000160213"
"201328_at.2694" "201328_at" 38824333 "25M" "ENSG00000157557"
"201328_at.2695" "201328_at" 38824403 "25M" "ENSG00000157557"
"201328_at.2696" "201328_at" 38824465 "25M" "ENSG00000157557"
"201328_at.2697" "201328_at" 38824493 "25M" "ENSG00000157557"
"201328_at.2698" "201328_at" 38824544 "25M" "ENSG00000157557"
"201328_at.2699" "201328_at" 38824594 "25M" "ENSG00000157557"
"201328_at.2700" "201328_at" 38824612 "25M" "ENSG00000157557"
"201328_at.2701" "201328_at" 38824662 "25M" "ENSG00000157557"
"201328_at.2702" "201328_at" 38824730 "25M" "ENSG00000157557"
"201328_at.2703" "201328_at" 38824813 "25M" "ENSG00000157557"
"201328_at.2704" "201328_at" 38824851 "25M" "ENSG00000157557"
"201329_s_at.2683" "201329_s_at" 38822867 "25M" "ENSG00000157557"
"201329_s_at.2684" "201329_s_at" 38822877 "25M" "ENSG00000157557"
"201329_s_at.2685" "201329_s_at" 38822914 "25M" "ENSG00000157557"
"201329_s_at.2686" "201329_s_at" 38823062 "25M" "ENSG00000157557"
"201329_s_at.2687" "201329_s_at" 38823076 "25M" "ENSG00000157557"
"201329_s_at.2688" "201329_s_at" 38823159 "25M" "ENSG00000157557"
"201329_s_at.2689" "201329_s_at" 38823175 "25M" "ENSG00000157557"
"201329_s_at.2690" "201329_s_at" 38823197 "25M" "ENSG00000157557"
"201329_s_at.2691" "201329_s_at" 38823217 "25M" "ENSG00000157557"
"201329_s_at.2692" "201329_s_at" 38823248 "25M" "ENSG00000157557"
"201329_s_at.2693" "201329_s_at" 38823369 "25M" "ENSG00000157557"
"201642_at.1635" "201642_at" 33436982 "25M" "ENSG00000159128"
"201642_at.1636" "201642_at" 33436999 "25M" "ENSG00000159128"
"201642_at.1637" "201642_at" 33437019 "25M" "ENSG00000159128"
"201642_at.1638" "201642_at" 33437039 "25M" "ENSG00000159128"
"201642_at.1639" "201642_at" 33437053 "25M" "ENSG00000159128"
"201642_at.1640" "201642_at" 33437077 "25M" "ENSG00000159128"
"201642_at.1641" "201642_at" 33437250 "25M" "ENSG00000159128"
"201642_at.1642" "201642_at" 33437326 "25M" "ENSG00000159128"
"201642_at.1643" "201642_at" 33437349 "25M" "ENSG00000159128"
"201642_at.1644" "201642_at" 33437374 "25M" "ENSG00000159128"
"201642_at.1645" "201642_at" 33437392 "25M" "ENSG00000159128"
"202086_at.3043" "202086_at" 41458631 "25M" "ENSG00000157601"
"202086_at.3044" "202086_at" 41458657 "25M" "ENSG00000157601"
"202086_at.3045" "202086_at" 41458672 "25M" "ENSG00000157601"
"202086_at.3046" "202086_at" 41458777 "25M" "ENSG00000157601"
"202086_at.3047" "202086_at" 41458816 "25M" "ENSG00000157601"
"202086_at.3048" "202086_at" 41458849 "25M" "ENSG00000157601"
"202086_at.3049" "202086_at" 41458869 "25M" "ENSG00000157601"
"202086_at.3050" "202086_at" 41458944 "25M" "ENSG00000157601"
"202086_at.3051" "202086_at" 41458981 "25M" "ENSG00000157601"
"202086_at.3052" "202086_at" 41459080 "25M" "ENSG00000157601"
"202086_at.3053" "202086_at" 41459105 "25M" "ENSG00000157601"
"202098_s_at.4841" "202098_s_at" 46664384 "25M" "ENSG00000160310"
"202098_s_at.4842" "202098_s_at" 46664408 "25M" "ENSG00000160310"
"202098_s_at.4843" "202098_s_at" 46664429 "25M" "ENSG00000160310"
"202098_s_at.4844" "202098_s_at" 46664454 "25M" "ENSG00000160310"
"202098_s_at.4845" "202098_s_at" 46664487 "25M" "ENSG00000160310"
"202098_s_at.4846" "202098_s_at" 46664540 "25M" "ENSG00000160310"
"202098_s_at.4847" "202098_s_at" 46664560 "25M" "ENSG00000160310"
"202098_s_at.4848" "202098_s_at" 46664620 "25M" "ENSG00000160310"
"202098_s_at.4849" "202098_s_at" 46664636 "25M" "ENSG00000160310"
"202098_s_at.4850" "202098_s_at" 46664704 "25M" "ENSG00000160310"
"202098_s_at.4851" "202098_s_at" 46664741 "25M" "ENSG00000160310"
"202245_at.4627" "202245_at" 46189154 "25M" "ENSG00000160285"
"202245_at.4628" "202245_at" 46189224 "25M" "ENSG00000160285"
"202245_at.4629" "202245_at" 46189239 "25M" "ENSG00000160285"
"202245_at.4630" "202245_at" 46189280 "25M" "ENSG00000160285"
"202245_at.4631" "202245_at" 46189297 "25M" "ENSG00000160285"
"202245_at.4632" "202245_at" 46189379 "25M" "ENSG00000160285"
"202245_at.4633" "202245_at" 46189407 "25M" "ENSG00000160285"
"202245_at.4634" "202245_at" 46189427 "25M" "ENSG00000160285"
"202245_at.4635" "202245_at" 46189446 "25M" "ENSG00000160285"
"202245_at.4636" "202245_at" 46189657 "25M" "ENSG00000160285"
"202245_at.4637" "202245_at" 46189670 "25M" "ENSG00000160285"
"202325_s_at.1" "202325_s_at" 25724546 "25M" "ENSG00000154723"
"202325_s_at.2" "202325_s_at" 25724587 "25M" "ENSG00000154723"
"202325_s_at.3" "202325_s_at" 25724601 "25M" "ENSG00000154723"
"202325_s_at.4" "202325_s_at" 25724643 "25M" "ENSG00000154723"
"202325_s_at.5" "202325_s_at" 25725236 "25M" "ENSG00000154723"
"202325_s_at.6" "202325_s_at" 25725319 "25M" "ENSG00000154723"
"202325_s_at.7" "202325_s_at" 25725332 "19M4280N6M" "ENSG00000154723"
"202325_s_at.8" "202325_s_at" 25729695 "25M" "ENSG00000154723"
"202325_s_at.9" "202325_s_at" 25729724 "25M" "ENSG00000154723"
"202557_at.383" "202557_at" 14371173 "25M" "ENSG00000155304"
"202557_at.384" "202557_at" 14371224 "25M" "ENSG00000155304"
"202557_at.385" "202557_at" 14371239 "25M" "ENSG00000155304"
"202557_at.386" "202557_at" 14371253 "25M" "ENSG00000155304"
"202557_at.387" "202557_at" 14371266 "25M" "ENSG00000155304"
"202557_at.388" "202557_at" 14371369 "25M" "ENSG00000155304"
"202557_at.389" "202557_at" 14371512 "25M" "ENSG00000155304"
"202557_at.390" "202557_at" 14371554 "25M" "ENSG00000155304"
"202557_at.391" "202557_at" 14371572 "25M" "ENSG00000155304"
"202557_at.392" "202557_at" 14371589 "25M" "ENSG00000155304"
"202557_at.393" "202557_at" 14371647 "25M" "ENSG00000155304"
"202558_s_at.394" "202558_s_at" 14372885 "25M" "ENSG00000155304"
"202558_s_at.395" "202558_s_at" 14372901 "25M" "ENSG00000155304"
"202558_s_at.396" "202558_s_at" 14372917 "25M" "ENSG00000155304"
"202558_s_at.397" "202558_s_at" 14372951 "25M" "ENSG00000155304"
"202558_s_at.398" "202558_s_at" 14373020 "25M" "ENSG00000155304"
"202558_s_at.399" "202558_s_at" 14373037 "25M" "ENSG00000155304"
"202558_s_at.400" "202558_s_at" 14373094 "25M" "ENSG00000155304"
"202558_s_at.401" "202558_s_at" 14373159 "25M" "ENSG00000155304"
"202558_s_at.402" "202558_s_at" 14373242 "25M" "ENSG00000155304"
"202558_s_at.403" "202558_s_at" 14373305 "25M" "ENSG00000155304"
"202558_s_at.404" "202558_s_at" 14373397 "25M" "ENSG00000155304"
"202599_s_at.416" "202599_s_at" 14961386 "25M" "ENSG00000180530"
"202599_s_at.417" "202599_s_at" 14961436 "25M" "ENSG00000180530"
"202599_s_at.418" "202599_s_at" 14961470 "25M" "ENSG00000180530"
"202599_s_at.419" "202599_s_at" 14961520 "25M" "ENSG00000180530"
"202599_s_at.420" "202599_s_at" 14961546 "25M" "ENSG00000180530"
"202599_s_at.421" "202599_s_at" 14961583 "25M" "ENSG00000180530"
"202599_s_at.422" "202599_s_at" 14961611 "25M" "ENSG00000180530"
"202599_s_at.423" "202599_s_at" 14961626 "25M" "ENSG00000180530"
"202599_s_at.424" "202599_s_at" 14961700 "25M" "ENSG00000180530"
"202599_s_at.425" "202599_s_at" 14961741 "25M" "ENSG00000180530"
"202600_s_at.426" "202600_s_at" 14964234 "25M" "ENSG00000180530"
"202600_s_at.427" "202600_s_at" 14964249 "25M" "ENSG00000180530"
"202600_s_at.428" "202600_s_at" 14964325 "25M" "ENSG00000180530"
"202600_s_at.429" "202600_s_at" 14964333 "25M" "ENSG00000180530"
"202600_s_at.430" "202600_s_at" 14964363 "25M" "ENSG00000180530"
"202600_s_at.431" "202600_s_at" 14964455 "25M" "ENSG00000180530"
"202600_s_at.432" "202600_s_at" 14964488 "25M" "ENSG00000180530"
"202600_s_at.433" "202600_s_at" 14964504 "25M" "ENSG00000180530"
"202600_s_at.434" "202600_s_at" 14964567 "25M" "ENSG00000180530"
"202600_s_at.435" "202600_s_at" 14964697 "25M" "ENSG00000180530"
"202600_s_at.436" "202600_s_at" 14964735 "25M" "ENSG00000180530"
"202671_s_at.3614" "202671_s_at" 43746104 "22M2869N3M" "ENSG00000160209"
"202671_s_at.3615" "202671_s_at" 43749038 "25M" "ENSG00000160209"
"202671_s_at.3616" "202671_s_at" 43749055 "25M" "ENSG00000160209"
"202671_s_at.3617" "202671_s_at" 43750534 "12M1972N13M" "ENSG00000160209"
"202671_s_at.3618" "202671_s_at" 43752520 "25M" "ENSG00000160209"
"202671_s_at.3619" "202671_s_at" 43752588 "25M" "ENSG00000160209"
"202671_s_at.3620" "202671_s_at" 43753592 "25M" "ENSG00000160209"
"202671_s_at.3621" "202671_s_at" 43753608 "25M" "ENSG00000160209"
"202671_s_at.3622" "202671_s_at" 43753624 "25M" "ENSG00000160209"
"202671_s_at.3623" "202671_s_at" 43755726 "25M" "ENSG00000160209"
"202671_s_at.3624" "202671_s_at" 43756024 "25M" "ENSG00000160209"
"202749_at.2825" "202749_at" 39397140 "25M" "ENSG00000182093"
"202749_at.2826" "202749_at" 39397158 "25M" "ENSG00000182093"
"202749_at.2827" "202749_at" 39397199 "25M" "ENSG00000182093"
"202749_at.2828" "202749_at" 39397247 "25M" "ENSG00000182093"
"202749_at.2829" "202749_at" 39397302 "25M" "ENSG00000182093"
"202749_at.2830" "202749_at" 39397319 "18M1D7M" "ENSG00000182093"
"202749_at.2831" "202749_at" 39397428 "25M" "ENSG00000182093"
"202749_at.2832" "202749_at" 39397545 "20M1I4M" "ENSG00000182093"
"202803_s_at.4122" "202803_s_at" 44886098 "25M" "ENSG00000160255"
"202803_s_at.4123" "202803_s_at" 44886111 "25M" "ENSG00000160255"
"202803_s_at.4124" "202803_s_at" 44886163 "25M" "ENSG00000160255"
"202803_s_at.4125" "202803_s_at" 44886261 "25M" "ENSG00000160255"
"202803_s_at.4126" "202803_s_at" 44886333 "25M" "ENSG00000160255"
"202803_s_at.4127" "202803_s_at" 44886377 "25M" "ENSG00000160255"
"202803_s_at.4128" "202803_s_at" 44886407 "24M305N1M" "ENSG00000160255"
"202803_s_at.4129" "202803_s_at" 44886738 "25M" "ENSG00000160255"
"202803_s_at.4130" "202803_s_at" 44886761 "25M" "ENSG00000160255"
"202803_s_at.4131" "202803_s_at" 44886775 "25M" "ENSG00000160255"
"202803_s_at.4132" "202803_s_at" 44886795 "25M" "ENSG00000160255"
"203405_at.2705" "203405_at" 39175545 "25M" "ENSG00000183527"
"203405_at.2706" "203405_at" 39175643 "22M1770N3M" "ENSG00000183527"
"203405_at.2707" "203405_at" 39177453 "25M" "ENSG00000183527"
"203405_at.2708" "203405_at" 39177523 "25M" "ENSG00000183527"
"203405_at.2709" "203405_at" 39177559 "13M877N12M" "ENSG00000183527"
"203405_at.2710" "203405_at" 39178453 "25M" "ENSG00000183527"
"203405_at.2711" "203405_at" 39178473 "25M" "ENSG00000183527"
"203405_at.2712" "203405_at" 39178489 "25M" "ENSG00000183527"
"203405_at.2713" "203405_at" 39178519 "25M" "ENSG00000183527"
"203405_at.2714" "203405_at" 39178571 "25M" "ENSG00000183527"
"203405_at.2715" "203405_at" 39178591 "25M" "ENSG00000183527"
"203635_at.2456" "203635_at" 37223617 "25M" "ENSG00000157538"
"203635_at.2457" "203635_at" 37223708 "25M" "ENSG00000157538"
"203635_at.2458" "203635_at" 37223723 "25M" "ENSG00000157538"
"203635_at.2459" "203635_at" 37223800 "25M" "ENSG00000157538"
"203635_at.2460" "203635_at" 37223827 "25M" "ENSG00000157538"
"203635_at.2461" "203635_at" 37223842 "25M" "ENSG00000157538"
"203635_at.2462" "203635_at" 37223859 "25M" "ENSG00000157538"
"203635_at.2463" "203635_at" 37223894 "25M" "ENSG00000157538"
"203635_at.2464" "203635_at" 37223912 "25M" "ENSG00000157538"
"203635_at.2465" "203635_at" 37223954 "25M" "ENSG00000157538"
"203635_at.2466" "203635_at" 37223986 "25M" "ENSG00000157538"
"203660_s_at.4742" "203660_s_at" 46444697 "25M" "ENSG00000160299"
"203660_s_at.4743" "203660_s_at" 46444720 "25M" "ENSG00000160299"
"203660_s_at.4744" "203660_s_at" 46445298 "25M" "ENSG00000160299"
"203660_s_at.4745" "203660_s_at" 46445342 "25M" "ENSG00000160299"
"203660_s_at.4746" "203660_s_at" 46445409 "25M" "ENSG00000160299"
"203660_s_at.4747" "203660_s_at" 46445424 "25M" "ENSG00000160299"
"203660_s_at.4748" "203660_s_at" 46445470 "25M" "ENSG00000160299"
"203660_s_at.4749" "203660_s_at" 46445502 "25M" "ENSG00000160299"
"203660_s_at.4750" "203660_s_at" 46445519 "25M" "ENSG00000160299"
"203660_s_at.4751" "203660_s_at" 46445536 "25M" "ENSG00000160299"
"203660_s_at.4752" "203660_s_at" 46445598 "25M" "ENSG00000160299"
"203865_s_at.4243" "203865_s_at" 45225964 "25M" "ENSG00000197381"
"203865_s_at.4244" "203865_s_at" 45226043 "25M" "ENSG00000197381"
"203865_s_at.4245" "203865_s_at" 45226069 "25M" "ENSG00000197381"
"203865_s_at.4246" "203865_s_at" 45226132 "25M" "ENSG00000197381"
"203865_s_at.4247" "203865_s_at" 45226154 "25M" "ENSG00000197381"
"203865_s_at.4248" "203865_s_at" 45226179 "25M" "ENSG00000197381"
"203865_s_at.4249" "203865_s_at" 45226282 "25M" "ENSG00000197381"
"203865_s_at.4250" "203865_s_at" 45226300 "25M" "ENSG00000197381"
"203865_s_at.4251" "203865_s_at" 45226395 "25M" "ENSG00000197381"
"203865_s_at.4252" "203865_s_at" 45226445 "25M" "ENSG00000197381"
"203865_s_at.4253" "203865_s_at" 45226467 "25M" "ENSG00000197381"
"203917_at.492" "203917_at" 17566393 "25M" "ENSG00000154639"
"203917_at.493" "203917_at" 17566459 "25M" "ENSG00000154639"
"203917_at.494" "203917_at" 17566477 "25M" "ENSG00000154639"
"203917_at.495" "203917_at" 17566492 "25M" "ENSG00000154639"
"203917_at.496" "203917_at" 17566509 "25M" "ENSG00000154639"
"203917_at.497" "203917_at" 17566527 "25M" "ENSG00000154639"
"203917_at.498" "203917_at" 17566716 "25M" "ENSG00000154639"
"203917_at.499" "203917_at" 17566801 "25M" "ENSG00000154639"
"203917_at.500" "203917_at" 17566832 "25M" "ENSG00000154639"
"203917_at.501" "203917_at" 17566857 "25M" "ENSG00000154639"
"203917_at.502" "203917_at" 17566871 "25M" "ENSG00000154639"
"203993_x_at.1" "203993_x_at" 44331973 "25M" "ENSG00000184441"
"203993_x_at.2" "203993_x_at" 44332014 "1M1018N24M" "ENSG00000184441"
"203993_x_at.3" "203993_x_at" 44333257 "6M2495N19M" "ENSG00000184441"
"203993_x_at.4" "203993_x_at" 44335773 "25M" "ENSG00000184441"
"203993_x_at.5" "203993_x_at" 44335798 "7M1844N18M" "ENSG00000184441"
"29" "203994_s_at" 44330033 "25M" "ENSG00000160226"
"30" "203994_s_at" 44330054 "25M" "ENSG00000160226"
"31" "203994_s_at" 44330018 "25M" "ENSG00000160226"
"32" "203994_s_at" 44331874 "25M" "ENSG00000160226"
"33" "203994_s_at" 44330180 "25M" "ENSG00000160226"
"34" "203994_s_at" 44330308 "19M496N6M" "ENSG00000160226"
"35" "203994_s_at" 44330198 "25M" "ENSG00000160226"
"36" "203994_s_at" 44329963 "25M" "ENSG00000160226"
"37" "203994_s_at" 44330884 "25M" "ENSG00000160226"
"38" "203994_s_at" 44330000 "25M" "ENSG00000160226"
"39" "203994_s_at" 44329955 "25M" "ENSG00000160226"
"40" "203994_s_at" 44330018 "25M" "ENSG00000241728"
"41" "203994_s_at" 44330180 "25M" "ENSG00000241728"
"42" "203994_s_at" 44329955 "25M" "ENSG00000241728"
"43" "203994_s_at" 44329963 "25M" "ENSG00000241728"
"44" "203994_s_at" 44330198 "25M" "ENSG00000241728"
"45" "203994_s_at" 44330000 "25M" "ENSG00000241728"
"46" "203994_s_at" 44330033 "25M" "ENSG00000241728"
"47" "203995_at" 44329232 "25M" "ENSG00000160226"
"48" "203995_at" 44329106 "25M" "ENSG00000160226"
"49" "203995_at" 44329288 "25M" "ENSG00000160226"
"50" "203995_at" 44329346 "25M" "ENSG00000160226"
"51" "203995_at" 44329244 "25M" "ENSG00000160226"
"52" "203995_at" 44329263 "25M" "ENSG00000160226"
"53" "203995_at" 44329476 "25M" "ENSG00000160226"
"54" "203995_at" 44329439 "25M" "ENSG00000160226"
"55" "203995_at" 44329416 "25M" "ENSG00000160226"
"56" "203995_at" 44329364 "25M" "ENSG00000160226"
"57" "203995_at" 44329492 "25M" "ENSG00000160226"
"58" "203995_at" 44329106 "25M" "ENSG00000241728"
"59" "203996_s_at" 44329031 "25M" "ENSG00000160226"
"60" "203996_s_at" 44328960 "25M" "ENSG00000160226"
"61" "203996_s_at" 44328977 "25M" "ENSG00000160226"
"62" "203996_s_at" 44329062 "25M" "ENSG00000160226"
"63" "203996_s_at" 44328974 "25M" "ENSG00000160226"
"64" "203996_s_at" 44329057 "25M" "ENSG00000160226"
"65" "203996_s_at" 44329022 "25M" "ENSG00000160226"
"66" "203996_s_at" 44329009 "25M" "ENSG00000160226"
"67" "203996_s_at" 44329001 "25M" "ENSG00000160226"
"68" "203996_s_at" 44329020 "25M" "ENSG00000160226"
"69" "203996_s_at" 44328958 "25M" "ENSG00000160226"
"70" "203996_s_at" 44329031 "25M" "ENSG00000241728"
"71" "203996_s_at" 44329062 "25M" "ENSG00000241728"
