"probeID" "Ensembl"
"3400164.2" 3400164 "ENSG00000241728"
"3400497" 3400497 "ENSG00000235374"
"3420129" 3420129 "ENSG00000215455"
"3440132" 3440132 "ENSG00000256073"
"3440152" 3440152 "ENSG00000182670"
"3440292" 3440292 "ENSG00000160179"
"3450445" 3450445 "ENSG00000141956"
"3460307" 3460307 "ENSG00000142188"
"3460605" 3460605 "ENSG00000157617"
"3460731" 3460731 "ENSG00000242220"
"3520041" 3520041 "ENSG00000159140"
"3520156" 3520156 "ENSG00000156261"
"3610332" 3610332 "ENSG00000160194"
"3610433" 3610433 "ENSG00000274749"
"3710050" 3710050 "ENSG00000272804"
"3780435" 3780435 "ENSG00000159131"
"3800091" 3800091 "ENSG00000159086"
"3800202" 3800202 "ENSG00000277282"
"3830102" 3830102 "ENSG00000159131"
"3830220" 3830220 "ENSG00000160185"
"3840121" 3840121 "ENSG00000184724"
"3840553" 3840553 "ENSG00000215386"
"3850435" 3850435 "ENSG00000160216"
"3850615" 3850615 "ENSG00000160310"
"3890338" 3890338 "ENSG00000183535"
"3890373" 3890373 "ENSG00000160255"
"3930424" 3930424 "ENSG00000159212"
"3930703" 3930703 "ENSG00000160193"
"3990441" 3990441 "ENSG00000243064"
"4010195" 4010195 "ENSG00000142173"
"4010215" 4010215 "ENSG00000186924"
"4010370" 4010370 "ENSG00000240770"
"4010373" 4010373 "ENSG00000188992"
"4040709" 4040709 "ENSG00000159140"
"4050192" 4050192 "ENSG00000160194"
"4060368" 4060368 "ENSG00000226433"
"4070341" 4070341 "ENSG00000170262"
"4150386" 4150386 "ENSG00000160214"
"4180475" 4180475 "ENSG00000183145"
"4200328" 4200328 "ENSG00000229425"
"4200482.603" 4200482 "ENSG00000215909"
"4210121" 4210121 "ENSG00000206105"
"4220379" 4220379 "ENSG00000205758"
"4220605" 4220605 "ENSG00000157557"
"4230184" 4230184 "ENSG00000173638"
"4250471" 4250471 "ENSG00000154646"
"4250497" 4250497 "ENSG00000243064"
"4260554" 4260554 "ENSG00000159263"
"4260626.80" 4260626 "ENSG00000215317"
"4260626.81" 4260626 "ENSG00000066654"
"4280132" 4280132 "ENSG00000198054"
"4280138" 4280138 "ENSG00000226527"
"4280504" 4280504 "ENSG00000198054"
"4290020" 4290020 "ENSG00000160179"
"4390079" 4390079 "ENSG00000155307"
"4390438" 4390438 "ENSG00000159216"
"4390468.1" 4390468 "ENSG00000242553"
"4390468.2" 4390468 "ENSG00000230366"
"4480647" 4480647 "ENSG00000142188"
"4490059" 4490059 "ENSG00000205424"
"4490450" 4490450 "ENSG00000244025"
"4490541" 4490541 "ENSG00000198743"
"4560259" 4560259 "ENSG00000232401"
"4560373" 4560373 "ENSG00000141959"
"4590102" 4590102 "ENSG00000182093"
"4610079" 4610079 "ENSG00000185437"
"4610193" 4610193 "ENSG00000171587"
"4610731" 4610731 "ENSG00000159259"
"4730167" 4730167 "ENSG00000227342"
"4760079" 4760079 "ENSG00000197381"
"4760228" 4760228 "ENSG00000230379"
"4780176" 4780176 "ENSG00000160285"
"4780193" 4780193 "ENSG00000186866"
"4780553" 4780553 "ENSG00000243064"
"4810246" 4810246 "ENSG00000154719"
"4810347" 4810347 "ENSG00000186980"
"4830110.84" 4830110 "ENSG00000221864"
"4850470.77" 4850470 "ENSG00000251548"
"4880168" 4880168 "ENSG00000183255"
"4880243" 4880243 "ENSG00000279156"
"4890240" 4890240 "ENSG00000160193"
"4890348" 4890348 "ENSG00000159055"
"4900040" 4900040 "ENSG00000184385"
"4920053" 4920053 "ENSG00000154640"
"4920176" 4920176 "ENSG00000234880"
"4920736.478" 4920736 "ENSG00000221837"
"4920736.479" 4920736 "ENSG00000188155"
"5050240" 5050240 "ENSG00000198862"
"5050368" 5050368 "ENSG00000243646"
"5050746" 5050746 "ENSG00000224388"
"5080066" 5080066 "ENSG00000185658"
"5080292" 5080292 "ENSG00000154654"
"5080328" 5080328 "ENSG00000142197"
"5080343" 5080343 "ENSG00000236384"
"5090743" 5090743 "ENSG00000235609"
"5130390" 5130390 "ENSG00000186971"
"5130543.187" 5130543 "ENSG00000231700"
"5220427" 5220427 "ENSG00000215458"
"5260437" 5260437 "ENSG00000240770"
"5270095" 5270095 "ENSG00000175894"
"5270300" 5270300 "ENSG00000160305"
"5290132" 5290132 "ENSG00000182871"
"5290673" 5290673 "ENSG00000155304"
"5340035" 5340035 "ENSG00000235890"
"5340347" 5340347 "ENSG00000159261"
"5340398.1" 5340398 "ENSG00000274391"
"5340398.2" 5340398 "ENSG00000273840"
"5340762" 5340762 "ENSG00000226496"
"5390072" 5390072 "ENSG00000215454"
"5390328" 5390328 "ENSG00000157551"
"5390338" 5390338 "ENSG00000160305"
"5420435" 5420435 "ENSG00000160199"
"5420524" 5420524 "ENSG00000248476"
"5490470" 5490470 "ENSG00000183486"
"5490544" 5490544 "ENSG00000182591"
"5560014" 5560014 "ENSG00000160185"
"5560543" 5560543 "ENSG00000159231"
"5570195" 5570195 "ENSG00000185658"
"5570242" 5570242 "ENSG00000141959"
"5670022.218" 5670022 "ENSG00000212935"
"5670022.219" 5670022 "ENSG00000221837"
"5670022.221" 5670022 "ENSG00000188155"
"5670022.225" 5670022 "ENSG00000205445"
"5670072" 5670072 "ENSG00000159086"
"5670719" 5670719 "ENSG00000243646"
"5690241" 5690241 "ENSG00000154645"
"5700068" 5700068 "ENSG00000142185"
"5720026" 5720026 "ENSG00000215559"
"5720603" 5720603 "ENSG00000259981"
"5810332" 5810332 "ENSG00000160218"
"5810630" 5810630 "ENSG00000185808"
"5820386" 5820386 "ENSG00000160224"
"5820689" 5820689 "ENSG00000160224"
"5860056" 5860056 "ENSG00000186930"
"5860138" 5860138 "ENSG00000183421"
"5860162.561" 5860162 "ENSG00000237472"
"5860162.562" 5860162 "ENSG00000254112"
"5860162.563" 5860162 "ENSG00000184084"
"5860377" 5860377 "ENSG00000160179"
"5870475.1" 5870475 "ENSG00000168028"
"5870475.2" 5870475 "ENSG00000202363"
"5870543" 5870543 "ENSG00000184029"
"5890092" 5890092 "ENSG00000160285"
"5890131" 5890131 "ENSG00000160209"
"5890477.1" 5890477 "ENSG00000166012"
"5890477.2" 5890477 "ENSG00000206799"
"5900114" 5900114 "ENSG00000159082"
"5900682" 5900682 "ENSG00000184900"
"5910082" 5910082 "ENSG00000160218"
"5960484" 5960484 "ENSG00000226935"
"5960626" 5960626 "ENSG00000279390"
"6020440" 6020440 "ENSG00000160193"
"6020451" 6020451 "ENSG00000160188"
"6020504" 6020504 "ENSG00000185808"
"6040209" 6040209 "ENSG00000156282"
"6060133" 6060133 "ENSG00000225637"
"6060326" 6060326 "ENSG00000173276"
"6060377" 6060377 "ENSG00000160179"
"6060646" 6060646 "ENSG00000205758"
"6100491" 6100491 "ENSG00000224388"
"6110152" 6110152 "ENSG00000279690"
"6110601" 6110601 "ENSG00000157554"
"6110754.1" 6110754 "ENSG00000249209"
"6110754.2" 6110754 "ENSG00000241837"
"6110754.3" 6110754 "ENSG00000159186"
"6130066" 6130066 "ENSG00000142149"
"6180332" 6180332 "ENSG00000154736"
"6180482" 6180482 "ENSG00000233480"
"6200041" 6200041 "ENSG00000185658"
"6200148" 6200148 "ENSG00000183036"
"6200367" 6200367 "ENSG00000160282"
"6200379" 6200379 "ENSG00000177692"
"6220168" 6220168 "ENSG00000184787"
"6220300" 6220300 "ENSG00000205581"
"6220551" 6220551 "ENSG00000157540"
"6220577" 6220577 "ENSG00000212933"
"6250053" 6250053 "ENSG00000183255"
"6250286" 6250286 "ENSG00000225218"
"6250326" 6250326 "ENSG00000198390"
"6270743" 6270743 "ENSG00000183844"
"6280070" 6280070 "ENSG00000160282"
"6280239" 6280239 "ENSG00000221859"
"6280626" 6280626 "ENSG00000159086"
"6280682" 6280682 "ENSG00000171189"
"6330092" 6330092 "ENSG00000156256"
"6330400" 6330400 "ENSG00000159267"
"6350563" 6350563 "ENSG00000160298"
"6380010" 6380010 "ENSG00000160233"
"6380187" 6380187 "ENSG00000182362"
"6380438" 6380438 "ENSG00000215424"
"6380528.516" 6380528 "ENSG00000249493"
"6380528.517" 6380528 "ENSG00000260691"
"6380528.518" 6380528 "ENSG00000229089"
"6380528.519" 6380528 "ENSG00000172014"
"6380528.520" 6380528 "ENSG00000276203"
"6380528.521" 6380528 "ENSG00000183148"
"6380528.522" 6380528 "ENSG00000236816"
"6380709" 6380709 "ENSG00000185917"
"6400195" 6400195 "ENSG00000243927"
"6400750" 6400750 "ENSG00000215386"
"6420575" 6420575 "ENSG00000205726"
"6450059" 6450059 "ENSG00000160179"
"6450154" 6450154 "ENSG00000160285"
"6480270" 6480270 "ENSG00000244624"
"6480364" 6480364 "ENSG00000234293"
"6480368.1" 6480368 "ENSG00000265590"
"6480408" 6480408 "ENSG00000160183"
"6480609" 6480609 "ENSG00000160208"
"6480669" 6480669 "ENSG00000159147"
"6510097.1" 6510097 "ENSG00000187766"
"6510133" 6510133 "ENSG00000186866"
"6510433" 6510433 "ENSG00000200534"
"6520072" 6520072 "ENSG00000197381"
"6520577" 6520577 "ENSG00000160305"
"6550056.1" 6550056 "ENSG00000249624"
"6550681" 6550681 "ENSG00000183067"
"6560180.606" 6560180 "ENSG00000254112"
"6560180.607" 6560180 "ENSG00000237472"
"6580703" 6580703 "ENSG00000237945"
"6590181" 6590181 "ENSG00000182871"
"6620300" 6620300 "ENSG00000231713"
"6620709" 6620709 "ENSG00000174680"
"6660296" 6660296 "ENSG00000183250"
"6760300" 6760300 "ENSG00000197683"
"6770022" 6770022 "ENSG00000270835"
"6770209" 6770209 "ENSG00000157617"
"6770347" 6770347 "ENSG00000215533"
"6770576" 6770576 "ENSG00000154642"
"6840300" 6840300 "ENSG00000185437"
"6860039" 6860039 "ENSG00000177398"
"6900017" 6900017 "ENSG00000182912"
"6900086" 6900086 "ENSG00000154734"
"6900670" 6900670 "ENSG00000223662"
"6940025" 6940025 "ENSG00000154719"
"6960088.1" 6960088 "ENSG00000221837"
"6960088.2" 6960088 "ENSG00000188155"
"6980167" 6980167 "ENSG00000237232"
"6980470" 6980470 "ENSG00000160183"
"6980471" 6980471 "ENSG00000157540"
"7040162.1" 7040162 "ENSG00000265590"
"7050278" 7050278 "ENSG00000159216"
"7050661.203" 7050661 "ENSG00000213885"
"7050661.204" 7050661 "ENSG00000243517"
"7050661.205" 7050661 "ENSG00000226624"
"7050661.206" 7050661 "ENSG00000177350"
"7050661.207" 7050661 "ENSG00000142541"
"7050661.208" 7050661 "ENSG00000236552"
"7050661.209" 7050661 "ENSG00000234498"
"7050661.210" 7050661 "ENSG00000234118"
"7050661.211" 7050661 "ENSG00000244053"
"7050661.212" 7050661 "ENSG00000241746"
"7200156" 7200156 "ENSG00000160255"
"7200192" 7200192 "ENSG00000243064"
"7200689" 7200689 "ENSG00000157578"
"7210605" 7210605 "ENSG00000154640"
"7210722" 7210722 "ENSG00000182362"
"7320400" 7320400 "ENSG00000156284"
"7320437" 7320437 "ENSG00000157538"
"7320497" 7320497 "ENSG00000142185"
"7330097" 7330097 "ENSG00000197381"
"7380167" 7380167 "ENSG00000183250"
"7380220" 7380220 "ENSG00000187175"
"7400368" 7400368 "ENSG00000159216"
"7510408" 7510408 "ENSG00000180530"
"7550181" 7550181 "ENSG00000142166"
"7560424" 7560424 "ENSG00000184032"
"7570484" 7570484 "ENSG00000160180"
"7570598" 7570598 "ENSG00000142156"
"7650064" 7650064 "ENSG00000177398"
