"probeID" "Ensembl"
"12414" 12414 "ENSG00000160179"
"12528" 12528 "ENSG00000160216"
"12617" 12617 "ENSG00000156304"
"12671" 12671 "ENSG00000160224"
"12849" 12849 "ENSG00000186866"
"12979" 12979 "ENSG00000198862"
"13037" 13037 "ENSG00000280081"
"13166" 13166 "ENSG00000154654"
"13316" 13316 "ENSG00000160310"
"13343" 13343 "ENSG00000157578"
"13632" 13632 "ENSG00000157557"
"14011" 14011 "ENSG00000159216"
"14029" 14029 "ENSG00000243927"
"14260" 14260 "ENSG00000279690"
"14296" 14296 "ENSG00000182586"
"14315" 14315 "ENSG00000233236"
"14417" 14417 "ENSG00000160285"
"14449" 14449 "ENSG00000184809"
"14768" 14768 "ENSG00000160194"
"14874" 14874 "ENSG00000160224"
"14907" 14907 "ENSG00000226935"
"14966" 14966 "ENSG00000183067"
"15013" 15013 "ENSG00000238265"
"15140" 15140 "ENSG00000142207"
"15161" 15161 "ENSG00000183844"
"15275" 15275 "ENSG00000159079"
"15536" 15536 "ENSG00000159216"
"15705" 15705 "ENSG00000182670"
"15785" 15785 "ENSG00000160209"
"15803" 15803 "ENSG00000215351"
"15870" 15870 "ENSG00000160199"
"15936" 15936 "ENSG00000160307"
"16019" 16019 "ENSG00000160194"
"16047" 16047 "ENSG00000160255"
"16082" 16082 "ENSG00000186842"
"16130" 16130 "ENSG00000272991"
"16327" 16327 "ENSG00000160214"
"16428" 16428 "ENSG00000185658"
"16563" 16563 "ENSG00000142168"
"16656" 16656 "ENSG00000173276"
"17097" 17097 "ENSG00000142192"
"17159" 17159 "ENSG00000142185"
"17298" 17298 "ENSG00000197381"
"17331" 17331 "ENSG00000160285"
"17628" 17628 "ENSG00000155307"
"17669" 17669 "ENSG00000154642"
"17797" 17797 "ENSG00000154639"
"17844" 17844 "ENSG00000177692"
"18026" 18026 "ENSG00000215005"
"18040" 18040 "ENSG00000183778"
"18057" 18057 "ENSG00000154646"
"18177" 18177 "ENSG00000160255"
"18297" 18297 "ENSG00000159131"
"18342" 18342 "ENSG00000255568"
"18600" 18600 "ENSG00000185917"
"18769" 18769 "ENSG00000160285"
"18777" 18777 "ENSG00000154640"
"19040" 19040 "ENSG00000160209"
"19194" 19194 "ENSG00000185658"
"19265" 19265 "ENSG00000156284"
"19291" 19291 "ENSG00000215424"
"19304" 19304 "ENSG00000182362"
"19424" 19424 "ENSG00000154734"
"19626" 19626 "ENSG00000154734"
"19758" 19758 "ENSG00000173638"
"19855" 19855 "ENSG00000229086"
"19996" 19996 "ENSG00000160199"
"20088" 20088 "ENSG00000184787"
"20175" 20175 "ENSG00000142192"
"20371" 20371 "ENSG00000159147"
"20381" 20381 "ENSG00000183486"
"20438" 20438 "ENSG00000157540"
"20554" 20554 "ENSG00000198743"
"20679" 20679 "ENSG00000175894"
"20683" 20683 "ENSG00000205726"
"20709" 20709 "ENSG00000227039"
"21014" 21014 "ENSG00000183036"
"21031" 21031 "ENSG00000154645"
"21045" 21045 "ENSG00000160182"
"21066" 21066 "ENSG00000142192"
"21067" 21067 "ENSG00000159263"
"21097" 21097 "ENSG00000142168"
"21494" 21494 "ENSG00000160213"
"21547" 21547 "ENSG00000243646"
"21600" 21600 "ENSG00000157540"
"21689" 21689 "ENSG00000274225"
"21788" 21788 "ENSG00000142156"
"21845" 21845 "ENSG00000183421"
"22029" 22029 "ENSG00000160180"
"22057" 22057 "ENSG00000157540"
"22393" 22393 "ENSG00000198390"
"22451" 22451 "ENSG00000160310"
"22504" 22504 "ENSG00000159261"
"22506" 22506 "ENSG00000177398"
"22667" 22667 "ENSG00000243064"
"22752" 22752 "ENSG00000142168"
"22775" 22775 "ENSG00000159128"
"22911" 22911 "ENSG00000166265"
"23047" 23047 "ENSG00000159259"
"23092" 23092 "ENSG00000215559"
"23113" 23113 "ENSG00000205930"
"23211" 23211 "ENSG00000160183"
"23414" 23414 "ENSG00000157540"
"23585" 23585 "ENSG00000157540"
"23636" 23636 "ENSG00000142168"
"23764" 23764 "ENSG00000184856"
"23861" 23861 "ENSG00000142188"
"23900" 23900 "ENSG00000183570"
"23944" 23944 "ENSG00000160214"
"23989" 23989 "ENSG00000160305"
"24068" 24068 "ENSG00000156256"
"24088" 24088 "ENSG00000215424"
"24182" 24182 "ENSG00000142192"
"24195" 24195 "ENSG00000215559"
"24328" 24328 "ENSG00000185433"
"24367" 24367 "ENSG00000232260"
"25054" 25054 "ENSG00000235609"
"25157" 25157 "ENSG00000142166"
"25227" 25227 "ENSG00000185272"
"25245" 25245 "ENSG00000141956"
"25464" 25464 "ENSG00000205726"
"25518" 25518 "ENSG00000214867"
"25525" 25525 "ENSG00000231324"
"25664" 25664 "ENSG00000186971"
"25734" 25734 "ENSG00000160191"
"25864" 25864 "ENSG00000142188"
"26003" 26003 "ENSG00000229623"
"26069" 26069 "ENSG00000221859"
"26078" 26078 "ENSG00000261610"
"26212" 26212 "ENSG00000160194"
"26227" 26227 "ENSG00000160233"
"26460" 26460 "ENSG00000183255"
"26535" 26535 "ENSG00000160180"
"26544" 26544 "ENSG00000215088"
"26556" 26556 "ENSG00000182240"
"26570" 26570 "ENSG00000185808"
"26586" 26586 "ENSG00000233056"
"26613" 26613 "ENSG00000243064"
"26647" 26647 "ENSG00000184351"
"26733" 26733 "ENSG00000142168"
"26772" 26772 "ENSG00000142207"
"26871" 26871 "ENSG00000142168"
"27036" 27036 "ENSG00000241837"
"27312" 27312 "ENSG00000184351"
"27520" 27520 "ENSG00000182670"
"27579" 27579 "ENSG00000186970"
"27762" 27762 "ENSG00000184441"
"27831" 27831 "ENSG00000184221"
"27933" 27933 "ENSG00000159256"
"27982" 27982 "ENSG00000160255"
"28230" 28230 "ENSG00000160255"
"28231" 28231 "ENSG00000159259"
"28514" 28514 "ENSG00000160180"
"28520" 28520 "ENSG00000155313"
"28548" 28548 "ENSG00000160194"
"28690" 28690 "ENSG00000160199"
"28754" 28754 "ENSG00000154639"
"28803" 28803 "ENSG00000183250"
"29047" 29047 "ENSG00000185437"
"29252" 29252 "ENSG00000160310"
"29373" 29373 "ENSG00000205758"
"29435" 29435 "ENSG00000173276"
"29624" 29624 "ENSG00000160294"
"29668" 29668 "ENSG00000214889"
"29728" 29728 "ENSG00000160298"
"29851" 29851 "ENSG00000157557"
"30081" 30081 "ENSG00000159086"
"30145" 30145 "ENSG00000183778"
"30159" 30159 "ENSG00000156261"
"30176" 30176 "ENSG00000159197"
"30201" 30201 "ENSG00000170262"
"30218" 30218 "ENSG00000227456"
"30346" 30346 "ENSG00000232560"
"30599" 30599 "ENSG00000184385"
"30891" 30891 "ENSG00000160193"
"31022" 31022 "ENSG00000225298"
"31040" 31040 "ENSG00000156239"
"31094" 31094 "ENSG00000159200"
"31125" 31125 "ENSG00000154727"
"31251" 31251 "ENSG00000243064"
"31255" 31255 "ENSG00000157601"
"31262" 31262 "ENSG00000232512"
"31770" 31770 "ENSG00000159263"
"31844" 31844 "ENSG00000159267"
"31916" 31916 "ENSG00000248476"
"32110" 32110 "ENSG00000160255"
"32112" 32112 "ENSG00000253954"
"32150" 32150 "ENSG00000205726"
"32211" 32211 "ENSG00000184029"
"32301" 32301 "ENSG00000182591"
"32390" 32390 "ENSG00000159131"
"32407" 32407 "ENSG00000215386"
"32596" 32596 "ENSG00000155313"
"32619" 32619 "ENSG00000142192"
"32673" 32673 "ENSG00000223799"
"32683" 32683 "ENSG00000142168"
"33370" 33370 "ENSG00000159131"
"33423" 33423 "ENSG00000183527"
"33598" 33598 "ENSG00000234883"
"33652" 33652 "ENSG00000228861"
"33825" 33825 "ENSG00000235374"
"34053" 34053 "ENSG00000229237"
"34056" 34056 "ENSG00000256073"
"34121" 34121 "ENSG00000159086"
"34335" 34335 "ENSG00000280109"
"34376" 34376 "ENSG00000160180"
"34616" 34616 "ENSG00000159259"
"34728" 34728 "ENSG00000154736"
"34824" 34824 "ENSG00000159140"
"34899" 34899 "ENSG00000159086"
"35166" 35166 "ENSG00000228314"
"35420" 35420 "ENSG00000160226"
"35493" 35493 "ENSG00000175894"
"35558" 35558 "ENSG00000159082"
"35718" 35718 "ENSG00000184900"
"35834" 35834 "ENSG00000142156"
"35867" 35867 "ENSG00000242220"
"36131" 36131 "ENSG00000237232"
"36214" 36214 "ENSG00000157542"
"36247" 36247 "ENSG00000156282"
"36422" 36422 "ENSG00000154721"
"36492" 36492 "ENSG00000215424"
"36525" 36525 "ENSG00000236384"
"36791" 36791 "ENSG00000171587"
"36842" 36842 "ENSG00000154723"
"36879" 36879 "ENSG00000159216"
"36974" 36974 "ENSG00000183486"
"36981" 36981 "ENSG00000160191"
"37069" 37069 "ENSG00000154719"
"37398" 37398 "ENSG00000182093"
"37491" 37491 "ENSG00000184012"
"37810" 37810 "ENSG00000142168"
"37892" 37892 "ENSG00000237945"
"37940" 37940 "ENSG00000159140"
"38194" 38194 "ENSG00000187175"
"38468" 38468 "ENSG00000160181"
"38614" 38614 "ENSG00000160255"
"38647" 38647 "ENSG00000160208"
"38666" 38666 "ENSG00000156273"
"38774" 38774 "ENSG00000159228"
"38806" 38806 "ENSG00000234439"
"38922" 38922 "ENSG00000159110"
"39220" 39220 "ENSG00000223806"
"39275" 39275 "ENSG00000238197"
"39396" 39396 "ENSG00000159140"
"39484" 39484 "ENSG00000160207"
"39546" 39546 "ENSG00000159259"
"39797" 39797 "ENSG00000185658"
"39947" 39947 "ENSG00000142168"
"40189" 40189 "ENSG00000185917"
"40324" 40324 "ENSG00000256073"
"40459" 40459 "ENSG00000155304"
"40563" 40563 "ENSG00000182871"
"40592" 40592 "ENSG00000223488"
"40617" 40617 "ENSG00000215458"
"40696" 40696 "ENSG00000170262"
"40722" 40722 "ENSG00000166265"
"40754" 40754 "ENSG00000280109"
"40781" 40781 "ENSG00000186866"
"41057" 41057 "ENSG00000215512"
"41196" 41196 "ENSG00000197381"
"41360" 41360 "ENSG00000159259"
"41452" 41452 "ENSG00000205726"
"41607" 41607 "ENSG00000157554"
"41697" 41697 "ENSG00000184221"
"41708" 41708 "ENSG00000182816"
"41960" 41960 "ENSG00000142192"
"41989" 41989 "ENSG00000154721"
"42041" 42041 "ENSG00000160216"
"42094" 42094 "ENSG00000249493"
"42172" 42172 "ENSG00000160188"
"42180" 42180 "ENSG00000157617"
"42308" 42308 "ENSG00000154654"
"42651" 42651 "ENSG00000160310"
"42788" 42788 "ENSG00000274749"
"43061" 43061 "ENSG00000184274"
"43138" 43138 "ENSG00000183640"
"43379" 43379 "ENSG00000160285"
"43674" 43674 "ENSG00000159259"
"43707" 43707 "ENSG00000141959"
"43716" 43716 "ENSG00000160282"
"44292" 44292 "ENSG00000185658"
"44324" 44324 "ENSG00000184900"
"44389" 44389 "ENSG00000157554"
"44437" 44437 "ENSG00000205758"
"44440" 44440 "ENSG00000184029"
"44493" 44493 "ENSG00000205758"
"44510" 44510 "ENSG00000157538"
"44511" 44511 "ENSG00000160209"
"44528" 44528 "ENSG00000186866"
"44595" 44595 "ENSG00000142192"
"44666" 44666 "ENSG00000160190"
"44696" 44696 "ENSG00000267857"
"44735" 44735 "ENSG00000183421"
"44809" 44809 "ENSG00000231123"
"44857" 44857 "ENSG00000273199"
"44945" 44945 "ENSG00000142168"
"44988" 44988 "ENSG00000227342"
